geneid	mean_length	median_length	polya_reads_num	count
PH02Gene39720	75.52	75.52	2	3
PH02Gene31441	140.0	140.0	1	1
PH02Gene16022	109.25	131.97	19	26
PH02Gene01420	59.45	50.59	17	24
PH02Gene01380	86.67	87.98	30	38
PH02Gene31019	103.53	103.53	1	3
PH02Gene00307	124.63	127.03	7	11
PH02Gene08514	97.68	97.68	1	1
PH02Gene08898	84.46	84.46	2	2
PH02Gene33390	112.75	110.13	7	11
PH02Gene44756	121.25	134.52	3	4
PH02Gene40624	76.5	70.66	62	91
PH02Gene21356	76.63	74.52	76	108
PH02Gene43200	115.92	103.78	17	26
PH02Gene13417	104.98	103.78	4	5
PH02Gene02298	81.49	83.54	25	36
PH02Gene36404	96.61	89.0	4	8
PH02Gene05059	99.32	86.29	9	17
PH02Gene50605	153.71	169.5	4	6
PH02Gene36691	102.39	92.84	8	10
PH02Gene00223	119.16	119.16	1	1
PH02Gene11264	19.33	19.33	1	1
PH02Gene40339	73.98	63.5	121	161
PH02Gene23210	120.13	102.56	11	13
PH02Gene45883	94.01	88.76	11	13
PH02Gene00055	85.06	74.5	37	45
PH02Gene16952	53.96	53.96	1	1
PH02Gene14281	218.98	190.85	3	3
PH02Gene26641	79.64	79.64	1	1
PH02Gene37451	72.87	72.4	4	8
PH02Gene29802	80.42	72.12	5	7
PH02Gene51290	109.12	91.06	4	4
PH02Gene34690	62.1	57.48	7	9
PH02Gene01356	73.75	59.52	254	373
PH02Gene51138	70.36	70.36	2	5
PH02Gene37684	130.17	126.44	7	12
PH02Gene19583	138.18	133.8	5	8
PH02Gene33572	88.46	48.15	5	7
PH02Gene03958	107.72	87.71	24	30
PH02Gene46855	66.68	42.03	4	9
PH02Gene31217	86.65	92.32	28	45
PH02Gene14731	120.65	94.52	6	8
PH02Gene34994	65.08	59.88	23	31
PH02Gene04590	106.67	106.67	1	1
PH02Gene18919	148.84	194.74	3	5
PH02Gene37805	87.76	87.76	1	2
PH02Gene00809	212.29	212.29	1	1
PH02Gene31751	118.7	97.04	24	29
PH02Gene01717	106.4	76.92	3	6
PH02Gene19209	78.1	80.37	3	3
PH02Gene15162	85.32	90.14	4	4
PH02Gene09241	190.65	190.64	2	2
PH02Gene12325	126.39	136.6	7	9
PH02Gene07076	83.17	85.4	5	10
PH02Gene10770	68.28	68.28	2	4
PH02Gene28817	63.0	63.0	1	1
PH02Gene14239	103.13	106.0	12	20
PH02Gene03216	225.84	206.83	4	4
PH02Gene12969	246.19	233.46	3	5
PH02Gene08851	65.4	73.41	8	13
PH02Gene00620	70.45	75.41	3	6
PH02Gene05419	87.19	84.91	5	5
PH02Gene43563	80.34	69.12	123	178
PH02Gene05104	99.82	107.04	7	9
PH02Gene29566	75.75	66.42	72	117
PH02Gene44810	78.36	69.8	25	42
PH02Gene39997	23.13	23.13	1	2
PH02Gene01976	102.12	98.45	3	3
PH02Gene40374	129.85	144.2	4	5
PH02Gene29973	72.37	65.46	3	7
PH02Gene20296	150.75	150.76	2	3
PH02Gene47163	79.49	69.28	74	96
PH02Gene15309	150.56	144.19	5	6
PH02Gene40181	33.93	33.93	1	1
PH02Gene02630	50.85	50.85	1	2
PH02Gene36592	103.36	99.96	7	9
PH02Gene32624	34.28	34.28	1	1
PH02Gene09200	86.58	70.26	4	8
PH02Gene24374	69.96	69.96	1	2
PH02Gene35416	119.3	100.16	25	36
PH02Gene49295	145.9	148.17	15	15
PH02Gene03954	57.53	56.18	28	39
PH02Gene21060	33.36	33.36	1	1
PH02Gene02558	84.32	73.36	6	11
PH02Gene10885	187.22	187.22	1	3
PH02Gene20088	129.76	137.38	9	13
PH02Gene28426	111.45	70.11	14	20
PH02Gene32204	63.29	65.28	25	38
PH02Gene02351	75.23	74.08	5	6
PH02Gene10847	97.34	109.96	13	20
PH02Gene31440	106.76	126.83	13	21
PH02Gene10407	103.56	103.56	1	1
PH02Gene35187	202.02	203.84	12	18
PH02Gene18714	203.93	211.16	4	4
PH02Gene46209	83.72	79.84	37	52
PH02Gene47892	95.49	89.06	10	15
PH02Gene24849	49.06	49.06	2	3
PH02Gene20059	191.35	188.37	3	3
PH02Gene49860	91.39	91.4	2	4
PH02Gene08017	171.39	171.4	2	3
PH02Gene21077	9.28	9.28	1	1
PH02Gene31451	147.04	147.04	1	3
PH02Gene03859	52.89	56.49	4	6
PH02Gene40517	150.95	133.59	5	7
PH02Gene24654	90.37	74.51	29	41
PH02Gene03650	141.19	141.2	2	3
PH02Gene29562	79.2	77.98	190	262
PH02Gene11168	220.75	220.75	2	2
PH02Gene23388	95.68	81.82	13	19
PH02Gene11102	152.25	169.8	4	7
PH02Gene12759	176.96	197.7	6	9
PH02Gene31571	116.57	109.63	65	103
PH02Gene02246	55.96	55.96	1	1
PH02Gene22321	77.79	77.79	1	1
PH02Gene04366	73.1	71.4	13	21
PH02Gene34422	90.0	82.02	228	324
PH02Gene27876	107.27	92.44	44	53
PH02Gene38379	8.85	8.85	1	1
PH02Gene33058	62.22	56.15	3	6
PH02Gene23587	68.12	68.12	1	1
PH02Gene21243	70.54	62.64	28	38
PH02Gene44820	134.92	134.92	1	1
PH02Gene31038	104.68	90.58	4	5
PH02Gene23337	144.68	144.68	2	5
PH02Gene13779	150.76	158.96	27	37
PH02Gene25899	76.14	67.65	27	45
PH02Gene40273	78.67	78.67	1	1
PH02Gene13875	204.63	238.74	3	3
PH02Gene26490	85.84	80.04	34	52
PH02Gene46001	161.04	161.04	1	1
PH02Gene12718	115.23	130.23	9	12
PH02Gene49470	48.01	45.55	6	8
PH02Gene11368	104.51	97.61	17	24
PH02Gene27620	123.36	125.73	5	6
PH02Gene18564	106.93	104.72	16	27
PH02Gene07829	118.53	103.63	15	21
PH02Gene26080	116.97	126.92	17	22
PH02Gene24475	18.21	18.21	1	1
PH02Gene27054	30.87	30.87	1	3
PH02Gene43996	89.67	52.42	15	22
PH02Gene42536	25.0	25.0	1	3
PH02Gene33018	208.87	233.0	3	7
PH02Gene41822	72.95	65.04	42	54
PH02Gene00737	94.64	104.34	16	26
PH02Gene23441	128.66	119.72	4	6
PH02Gene04352	188.34	188.34	2	3
PH02Gene12079	127.7	120.76	14	20
PH02Gene45764	138.78	130.27	7	8
PH02Gene20685	76.23	49.2	8	10
PH02Gene16925	48.35	45.6	34	42
PH02Gene22709	77.89	77.89	2	3
PH02Gene02660	152.64	162.56	5	7
PH02Gene29627	100.15	94.3	15	17
PH02Gene10904	104.98	88.46	16	21
PH02Gene20903	152.83	172.3	13	18
PH02Gene24451	113.91	130.26	4	6
PH02Gene40929	247.59	247.59	1	1
PH02Gene00673	100.65	134.62	3	4
PH02Gene35744	73.23	62.74	39	60
PH02Gene16180	229.65	229.64	2	2
PH02Gene01666	67.96	64.5	18	27
PH02Gene49272	26.77	26.77	1	1
PH02Gene45338	109.88	108.07	12	16
PH02Gene15456	62.92	45.78	10	12
PH02Gene36832	71.42	63.63	9	12
PH02Gene32568	129.46	118.79	35	50
PH02Gene06645	112.39	84.81	19	26
PH02Gene08366	111.55	94.52	19	29
PH02Gene13722	87.62	53.48	4	6
PH02Gene34300	96.62	88.96	85	112
PH02Gene21987	105.87	101.52	3	4
PH02Gene34897	127.4	129.42	5	10
PH02Gene21741	66.55	64.2	9	16
PH02Gene04792	86.03	86.03	2	3
PH02Gene11200	129.49	126.37	3	4
PH02Gene12571	31.54	27.85	3	4
PH02Gene38967	16.39	14.83	3	3
PH02Gene21639	114.37	114.37	1	1
PH02Gene42972	70.27	78.64	14	20
PH02Gene43930	203.46	203.46	1	1
PH02Gene46868	71.4	58.26	19	31
PH02Gene12168	73.42	53.13	37	53
PH02Gene03595	88.69	65.91	7	8
PH02Gene26523	150.15	164.52	3	4
PH02Gene47541	94.69	54.58	5	5
PH02Gene28975	75.57	75.57	1	1
PH02Gene25750	58.98	52.39	67	85
PH02Gene36520	77.01	73.74	36	45
PH02Gene29119	72.37	76.04	11	14
PH02Gene11851	48.88	48.88	1	1
PH02Gene13770	129.63	125.15	13	17
PH02Gene43422	84.13	84.14	2	2
PH02Gene43284	91.15	106.04	9	14
PH02Gene34705	84.52	75.11	60	91
PH02Gene09409	273.51	270.36	3	7
PH02Gene04498	86.91	77.04	9	11
PH02Gene47519	52.01	42.46	23	34
PH02Gene06424	99.44	101.99	82	115
PH02Gene44013	70.38	66.27	3	4
PH02Gene43109	93.67	75.92	46	68
PH02Gene13130	85.99	89.28	8	14
PH02Gene14636	191.06	188.74	4	5
PH02Gene26332	86.66	93.92	17	22
PH02Gene28368	108.86	120.61	33	50
PH02Gene11884	116.89	104.1	20	26
PH02Gene18404	163.83	183.19	9	11
PH02Gene08953	24.38	24.38	1	1
PH02Gene15185	30.09	30.08	2	4
PH02Gene07974	89.78	64.6	5	6
PH02Gene29541	115.33	115.33	1	2
PH02Gene12427	104.4	99.56	24	29
PH02Gene06904	67.17	55.12	65	101
PH02Gene28604	249.14	249.14	2	3
PH02Gene34338	144.4	136.0	15	24
PH02Gene05373	49.95	45.38	10	16
PH02Gene12990	141.06	141.06	2	2
PH02Gene22046	47.62	49.72	4	5
PH02Gene20866	114.06	108.76	40	53
PH02Gene40319	107.14	134.37	3	3
PH02Gene04100	77.28	72.46	10	12
PH02Gene27263	111.23	70.31	13	17
PH02Gene48238	64.58	57.18	12	16
PH02Gene45283	87.74	71.96	25	36
PH02Gene36303	92.24	85.57	56	78
PH02Gene01656	222.07	217.64	3	4
PH02Gene29467	106.33	105.12	52	71
PH02Gene43511	224.0	224.0	1	3
PH02Gene45494	69.75	62.76	4	4
PH02Gene27250	98.42	93.4	14	24
PH02Gene31257	116.44	123.12	10	19
PH02Gene48448	61.26	40.75	11	17
PH02Gene05680	102.92	100.3	9	15
PH02Gene24756	83.66	75.82	26	31
PH02Gene36740	154.6	166.8	5	6
PH02Gene28684	99.54	105.7	6	8
PH02Gene03404	139.21	151.83	3	4
PH02Gene01901	94.25	82.92	8	17
PH02Gene01254	127.27	132.53	11	16
PH02Gene28994	30.15	30.15	1	1
PH02Gene33741	55.86	62.26	8	8
PH02Gene40497	102.11	72.38	11	14
PH02Gene40682	108.37	135.46	3	5
PH02Gene40810	77.75	75.36	100	140
PH02Gene32586	93.84	100.94	12	16
PH02Gene27062	58.44	61.74	5	7
PH02Gene04242	63.51	63.51	1	5
PH02Gene05814	103.55	87.46	5	6
PH02Gene25585	95.66	77.03	6	7
PH02Gene33535	133.62	133.62	1	2
PH02Gene45354	89.81	83.84	15	16
PH02Gene10633	113.5	115.39	27	38
PH02Gene12245	85.54	77.5	808	1083
PH02Gene40261	53.28	55.26	3	7
PH02Gene01812	86.49	57.89	33	45
PH02Gene32833	155.95	155.95	1	2
PH02Gene15599	144.85	146.46	9	11
PH02Gene28769	68.91	68.14	46	75
PH02Gene33255	90.24	80.14	12	16
PH02Gene14087	96.41	100.13	4	6
PH02Gene46898	109.04	110.28	29	40
PH02Gene04847	75.67	78.37	18	22
PH02Gene05772	76.88	63.92	134	181
PH02Gene26383	156.0	136.91	5	6
PH02Gene38414	133.59	113.94	7	13
PH02Gene07421	55.77	42.74	28	36
PH02Gene26335	64.88	52.39	15	23
PH02Gene25243	109.98	89.2	29	39
PH02Gene51513	51.16	51.16	2	3
PH02Gene17649	111.02	128.23	7	13
PH02Gene16770	94.31	94.47	21	30
PH02Gene33803	88.79	77.42	21	32
PH02Gene17261	117.25	107.36	12	16
PH02Gene19598	103.97	101.72	4	5
PH02Gene25737	137.49	147.81	11	12
PH02Gene42161	66.45	66.02	36	51
PH02Gene16716	133.0	123.78	11	14
PH02Gene08809	208.31	237.18	5	5
PH02Gene29703	107.66	98.17	17	29
PH02Gene18858	218.84	218.84	1	1
PH02Gene34654	84.54	100.27	5	6
PH02Gene10866	80.78	73.73	3	3
PH02Gene26334	66.61	63.36	190	257
PH02Gene27984	237.44	237.44	1	1
PH02Gene07056	57.61	50.12	9	12
PH02Gene05304	87.63	81.03	28	35
PH02Gene03819	78.41	79.53	19	32
PH02Gene10884	77.36	80.46	18	26
PH02Gene21051	119.98	144.39	7	9
PH02Gene28595	98.28	89.27	31	48
PH02Gene50186	87.35	80.96	13	24
PH02Gene22733	77.89	67.39	45	57
PH02Gene05062	84.81	70.74	16	25
PH02Gene06633	87.59	77.1	8	12
PH02Gene05880	90.23	74.76	10	14
PH02Gene34443	147.97	147.97	2	4
PH02Gene25297	106.22	71.48	3	5
PH02Gene15851	93.85	84.22	29	41
PH02Gene23372	152.53	120.42	3	3
PH02Gene03291	144.63	143.54	25	28
PH02Gene01506	85.67	79.75	24	32
PH02Gene35465	68.53	57.24	26	36
PH02Gene18283	63.12	62.6	50	63
PH02Gene05103	66.64	61.16	154	209
PH02Gene47740	96.73	84.96	12	13
PH02Gene07674	261.49	268.92	21	24
PH02Gene09913	219.16	219.16	2	2
PH02Gene46789	147.3	151.07	14	20
PH02Gene24433	119.66	114.64	81	110
PH02Gene47238	76.3	74.52	13	15
PH02Gene33239	69.5	59.3	54	68
PH02Gene27505	246.13	237.24	3	7
PH02Gene48461	91.84	98.45	3	4
PH02Gene25104	125.88	116.75	11	15
PH02Gene30820	106.3	99.37	15	22
PH02Gene33545	48.72	42.37	17	22
PH02Gene39098	90.37	87.82	6	7
PH02Gene19448	118.73	109.15	8	9
PH02Gene11866	156.52	156.9	6	11
PH02Gene47047	97.11	97.11	2	2
PH02Gene34866	64.08	74.82	12	19
PH02Gene37113	154.32	141.97	8	13
PH02Gene40118	100.15	96.66	6	10
PH02Gene29156	80.18	64.27	13	18
PH02Gene11266	49.79	38.7	16	24
PH02Gene08078	180.93	192.97	3	4
PH02Gene44790	98.91	93.96	17	25
PH02Gene19809	100.3	88.52	109	140
PH02Gene28849	68.56	68.56	1	1
PH02Gene04248	139.81	153.72	4	5
PH02Gene47513	127.87	119.2	21	29
PH02Gene06226	155.13	150.8	3	3
PH02Gene26607	70.7	67.85	13	17
PH02Gene50090	116.62	116.62	1	3
PH02Gene42697	127.48	127.48	2	3
PH02Gene11378	93.55	104.37	21	25
PH02Gene16675	132.11	155.5	4	6
PH02Gene35436	119.04	144.25	3	5
PH02Gene35830	67.67	53.81	23	32
PH02Gene30238	86.57	89.87	6	8
PH02Gene21120	63.8	57.12	308	447
PH02Gene30275	80.32	58.61	5	10
PH02Gene07045	115.03	62.58	7	12
PH02Gene09180	95.15	87.67	39	71
PH02Gene28121	136.35	135.94	8	14
PH02Gene18248	95.98	97.3	6	9
PH02Gene20142	121.46	111.9	10	11
PH02Gene00344	114.09	159.82	3	5
PH02Gene09543	193.33	193.33	1	3
PH02Gene03434	90.65	61.04	7	13
PH02Gene03474	80.59	80.59	1	1
PH02Gene46383	96.99	94.92	21	36
PH02Gene05109	80.14	66.35	67	88
PH02Gene36376	23.56	23.56	1	1
PH02Gene00363	72.04	60.74	18	33
PH02Gene24204	65.38	62.8	27	37
PH02Gene49488	74.21	60.83	26	33
PH02Gene13917	209.15	209.15	1	1
PH02Gene02892	91.97	97.51	10	17
PH02Gene05249	62.56	52.96	279	429
PH02Gene45206	126.48	126.48	1	1
PH02Gene37192	69.91	69.7	7	11
PH02Gene21532	81.63	91.85	8	10
PH02Gene39682	84.56	79.22	67	92
PH02Gene15773	117.03	117.02	2	3
PH02Gene09164	76.65	56.69	27	32
PH02Gene36821	90.52	98.28	5	5
PH02Gene00609	92.89	86.64	50	77
PH02Gene03946	66.64	60.56	197	282
PH02Gene32599	133.39	133.39	1	1
PH02Gene07051	132.21	142.52	33	59
PH02Gene29894	111.39	107.88	6	10
PH02Gene05771	33.22	33.22	1	1
PH02Gene16032	96.35	96.35	2	2
PH02Gene43739	81.88	75.71	9	15
PH02Gene07205	84.47	81.62	32	42
PH02Gene19351	112.86	110.67	48	68
PH02Gene19725	58.33	48.74	310	401
PH02Gene23978	124.97	122.38	3	5
PH02Gene17262	81.47	80.71	11	15
PH02Gene38691	128.0	128.0	1	2
PH02Gene09389	63.24	63.88	14	24
PH02Gene45696	165.0	184.3	6	7
PH02Gene37035	147.43	106.6	4	10
PH02Gene34879	124.9	117.67	11	14
PH02Gene14500	86.7	58.44	3	4
PH02Gene05689	101.02	97.04	21	31
PH02Gene03137	62.34	55.44	153	217
PH02Gene26581	204.27	213.92	8	11
PH02Gene13656	67.79	67.79	1	2
PH02Gene22543	164.45	156.2	30	42
PH02Gene28523	212.89	212.89	1	2
PH02Gene32727	85.85	79.46	25	33
PH02Gene14548	217.54	217.54	1	1
PH02Gene00627	157.18	157.18	1	1
PH02Gene35490	233.08	234.46	7	10
PH02Gene08399	91.23	70.77	26	40
PH02Gene09647	54.73	49.72	6	12
PH02Gene42219	94.91	73.44	7	11
PH02Gene03275	80.48	76.62	9	13
PH02Gene19401	100.12	100.12	1	2
PH02Gene02008	101.07	91.71	4	5
PH02Gene03356	90.65	90.65	1	1
PH02Gene40805	78.2	68.88	10	19
PH02Gene35634	63.84	63.84	1	2
PH02Gene25886	65.8	61.8	308	469
PH02Gene39378	155.97	135.0	9	11
PH02Gene48312	70.21	54.62	4	8
PH02Gene34905	63.23	57.82	312	445
PH02Gene27413	68.69	69.13	24	33
PH02Gene27492	113.07	107.76	32	49
PH02Gene34439	100.93	91.45	24	40
PH02Gene09004	141.38	155.59	3	4
PH02Gene24033	20.2	20.2	2	2
PH02Gene10795	131.75	113.54	4	4
PH02Gene49927	182.76	170.17	3	5
PH02Gene27752	132.96	130.07	21	28
PH02Gene04772	53.3	52.67	22	36
PH02Gene31632	110.79	96.96	22	29
PH02Gene46775	103.49	105.96	16	22
PH02Gene12582	128.16	124.5	24	34
PH02Gene27300	106.53	92.36	14	18
PH02Gene32531	92.62	68.07	42	67
PH02Gene26975	173.94	173.94	2	2
PH02Gene09997	188.64	175.21	10	11
PH02Gene16991	78.68	81.87	15	18
PH02Gene36529	112.19	105.32	4	6
PH02Gene27853	108.69	92.94	7	8
PH02Gene34005	118.68	92.34	8	10
PH02Gene09433	107.3	72.0	7	9
PH02Gene36553	91.46	81.91	10	13
PH02Gene34100	148.71	151.37	18	24
PH02Gene36188	91.32	92.72	6	7
PH02Gene38682	63.78	55.97	93	131
PH02Gene29246	96.28	91.12	20	31
PH02Gene00083	56.59	49.83	695	974
PH02Gene45343	167.3	179.96	8	11
PH02Gene10299	106.35	102.33	3	7
PH02Gene44375	106.84	116.91	4	7
PH02Gene01265	125.04	132.57	4	5
PH02Gene25134	213.24	223.07	5	7
PH02Gene12827	92.95	78.47	12	18
PH02Gene47790	72.03	65.62	4	4
PH02Gene35712	78.31	77.92	21	26
PH02Gene03059	107.82	113.63	15	24
PH02Gene30663	98.22	98.22	1	1
PH02Gene10569	148.95	157.36	8	12
PH02Gene27915	111.04	91.19	51	79
PH02Gene07751	80.89	66.35	3	5
PH02Gene03552	62.77	53.08	3	5
PH02Gene15334	30.0	30.0	1	1
PH02Gene48738	226.35	226.35	1	1
PH02Gene48138	177.03	211.54	3	5
PH02Gene01238	110.0	107.19	26	39
PH02Gene10427	74.38	56.64	27	34
PH02Gene44259	65.6	67.3	17	24
PH02Gene26637	111.22	102.96	27	46
PH02Gene15834	148.64	165.61	14	17
PH02Gene12891	150.37	167.85	11	17
PH02Gene12706	104.15	104.15	2	2
PH02Gene27365	90.75	83.29	31	41
PH02Gene44223	61.24	26.6	10	11
PH02Gene31993	112.18	88.29	30	39
PH02Gene35879	93.87	93.87	1	3
PH02Gene38247	89.9	85.88	15	23
PH02Gene44981	77.79	77.97	160	270
PH02Gene25021	79.12	66.38	85	130
PH02Gene38869	161.27	168.12	4	6
PH02Gene19490	128.77	113.08	45	66
PH02Gene49841	82.85	71.79	33	45
PH02Gene22985	181.05	181.05	2	2
PH02Gene05698	92.24	87.27	49	68
PH02Gene19686	86.38	70.76	30	42
PH02Gene04327	105.79	105.79	1	2
PH02Gene10167	83.79	72.06	301	405
PH02Gene02405	93.45	82.71	12	14
PH02Gene39258	23.41	23.41	1	1
PH02Gene36011	64.03	64.03	1	1
PH02Gene06354	97.53	98.9	12	20
PH02Gene28207	150.62	155.19	5	6
PH02Gene11391	63.07	48.5	22	39
PH02Gene16002	96.87	94.19	3	8
PH02Gene27452	67.87	67.87	1	1
PH02Gene11126	84.28	82.81	5	9
PH02Gene34377	116.22	124.74	10	18
PH02Gene10272	106.34	106.34	1	1
PH02Gene18403	98.15	96.84	40	60
PH02Gene10970	33.81	33.82	2	2
PH02Gene08678	144.0	129.08	3	3
PH02Gene04218	69.3	73.08	25	35
PH02Gene49730	81.44	82.8	17	26
PH02Gene45297	86.7	71.72	44	57
PH02Gene12931	92.71	92.71	1	2
PH02Gene49951	109.75	112.16	5	8
PH02Gene01679	69.39	57.2	10	15
PH02Gene36232	130.33	116.24	24	32
PH02Gene32971	177.65	184.26	8	14
PH02Gene40592	126.17	115.65	48	65
PH02Gene47879	95.22	79.4	8	9
PH02Gene04516	79.3	65.93	49	88
PH02Gene41705	93.03	85.9	78	105
PH02Gene21829	97.17	100.23	5	8
PH02Gene12310	126.28	116.46	7	12
PH02Gene24996	104.69	104.69	1	1
PH02Gene00494	94.34	97.0	3	5
PH02Gene37223	75.8	25.81	5	6
PH02Gene07422	61.49	51.46	34	42
PH02Gene31603	65.95	64.87	28	38
PH02Gene19604	87.08	87.08	1	4
PH02Gene46917	102.43	80.03	8	12
PH02Gene05317	163.79	163.79	1	1
PH02Gene24083	83.01	90.24	4	5
PH02Gene16395	96.04	92.16	12	14
PH02Gene29993	102.04	102.04	1	2
PH02Gene17247	64.99	69.98	6	8
PH02Gene42493	67.59	67.6	2	2
PH02Gene35206	88.54	88.54	1	2
PH02Gene30212	98.08	84.66	58	84
PH02Gene30103	103.98	91.1	41	55
PH02Gene10573	148.89	148.89	1	1
PH02Gene12461	69.77	65.42	39	52
PH02Gene02831	63.57	83.16	3	5
PH02Gene36494	90.97	105.92	7	8
PH02Gene21985	84.47	84.47	1	1
PH02Gene10151	102.13	67.64	29	43
PH02Gene22855	177.19	177.19	1	1
PH02Gene05122	70.03	62.66	31	61
PH02Gene38367	104.45	101.78	50	80
PH02Gene27720	62.75	61.44	13	20
PH02Gene36593	67.88	72.5	3	5
PH02Gene07756	42.76	42.76	2	3
PH02Gene03255	102.16	104.8	13	26
PH02Gene08157	136.4	142.18	22	29
PH02Gene04689	127.19	114.61	11	12
PH02Gene46144	193.14	193.14	2	2
PH02Gene05561	186.59	186.59	1	1
PH02Gene29320	77.59	67.32	41	52
PH02Gene42832	125.87	129.16	16	19
PH02Gene43393	83.05	77.65	18	25
PH02Gene39222	77.39	66.1	8	11
PH02Gene47521	61.33	45.79	3	4
PH02Gene14063	46.87	29.88	13	19
PH02Gene20168	95.47	102.92	7	11
PH02Gene11428	146.61	157.67	8	9
PH02Gene07644	76.21	65.26	116	160
PH02Gene00194	100.98	98.23	39	62
PH02Gene10204	116.54	109.66	10	16
PH02Gene29090	114.6	102.57	23	33
PH02Gene20191	80.46	83.59	19	25
PH02Gene23211	79.62	69.8	87	120
PH02Gene40056	137.1	127.12	130	191
PH02Gene20714	82.23	69.85	375	530
PH02Gene29876	90.12	92.22	8	12
PH02Gene09577	145.91	173.64	6	8
PH02Gene41673	112.58	73.86	6	10
PH02Gene21903	213.48	251.0	3	6
PH02Gene01464	73.9	73.9	2	6
PH02Gene32218	145.03	173.28	6	10
PH02Gene02279	86.91	79.12	38	46
PH02Gene20326	85.22	85.22	1	5
PH02Gene38582	91.67	87.7	7	15
PH02Gene17217	139.88	139.88	1	2
PH02Gene18609	102.8	102.8	1	1
PH02Gene31836	105.12	105.12	1	1
PH02Gene13746	192.03	171.44	7	7
PH02Gene12914	84.8	74.44	7	13
PH02Gene11114	84.49	50.28	9	11
PH02Gene47285	129.47	133.05	4	6
PH02Gene03156	264.84	264.84	1	1
PH02Gene51026	98.12	98.12	1	1
PH02Gene00203	55.77	51.54	11	17
PH02Gene14390	79.5	79.5	2	6
PH02Gene25188	126.02	115.45	3	4
PH02Gene04790	121.54	126.8	9	10
PH02Gene25452	95.13	100.58	12	15
PH02Gene48563	72.25	68.88	17	22
PH02Gene09768	126.85	126.52	10	15
PH02Gene32100	71.16	60.15	27	43
PH02Gene11028	158.3	145.39	8	14
PH02Gene13366	57.16	47.07	37	47
PH02Gene23676	90.03	79.7	8	11
PH02Gene48130	83.86	79.29	19	26
PH02Gene11345	109.25	85.0	4	5
PH02Gene22288	100.65	76.37	33	42
PH02Gene09796	107.76	97.92	27	42
PH02Gene30432	100.36	96.87	5	9
PH02Gene05794	70.02	64.78	304	419
PH02Gene00528	52.82	54.11	5	10
PH02Gene16091	114.43	127.0	22	37
PH02Gene37859	76.03	63.26	14	23
PH02Gene07469	114.74	87.8	7	8
PH02Gene44863	112.44	89.52	14	22
PH02Gene05730	91.16	81.65	22	32
PH02Gene26961	77.22	87.21	3	6
PH02Gene42911	78.85	76.84	7	9
PH02Gene04695	55.94	48.32	3	3
PH02Gene50358	82.5	82.5	2	2
PH02Gene45884	15.0	15.0	1	3
PH02Gene40217	133.26	139.63	15	20
PH02Gene09213	61.92	61.92	1	4
PH02Gene48452	88.24	95.01	4	6
PH02Gene10419	145.03	169.83	6	8
PH02Gene35235	122.96	135.83	6	8
PH02Gene08823	126.42	130.83	15	21
PH02Gene37378	94.8	80.67	7	13
PH02Gene07967	92.6	61.94	6	15
PH02Gene30495	74.52	71.18	10	10
PH02Gene03487	165.16	165.16	2	4
PH02Gene43085	48.37	48.37	1	2
PH02Gene20359	75.34	75.34	1	1
PH02Gene50289	88.01	72.44	3	6
PH02Gene06473	161.84	161.84	2	2
PH02Gene30780	87.83	83.72	5	8
PH02Gene45088	147.86	135.6	11	19
PH02Gene27016	63.39	55.42	59	81
PH02Gene29132	98.84	88.83	16	26
PH02Gene26127	212.63	206.29	3	3
PH02Gene23710	134.58	166.86	6	9
PH02Gene08671	106.28	95.46	87	118
PH02Gene08908	68.14	47.66	11	15
PH02Gene24858	109.04	94.22	10	14
PH02Gene50193	92.77	92.24	8	10
PH02Gene06306	97.65	99.71	3	5
PH02Gene21018	81.86	81.86	1	1
PH02Gene19964	57.68	65.27	9	12
PH02Gene12338	51.44	64.32	5	6
PH02Gene36388	123.03	123.03	1	1
PH02Gene11870	75.58	58.65	77	117
PH02Gene18796	76.93	76.93	1	1
PH02Gene47312	114.12	110.89	109	147
PH02Gene11133	122.19	94.92	11	14
PH02Gene02800	71.59	58.99	18	22
PH02Gene26420	90.88	90.88	1	1
PH02Gene11362	78.96	83.04	7	9
PH02Gene24419	187.62	187.62	1	5
PH02Gene41730	68.84	68.84	2	2
PH02Gene21864	101.25	87.48	7	14
PH02Gene07694	130.0	127.35	16	26
PH02Gene07317	80.46	74.12	11	15
PH02Gene16660	93.96	74.9	29	38
PH02Gene05962	98.99	66.21	5	6
PH02Gene42771	73.57	62.46	15	22
PH02Gene27150	217.41	205.06	4	6
PH02Gene28401	61.84	54.11	32	47
PH02Gene40093	79.26	79.26	1	1
PH02Gene49804	62.38	55.48	5	7
PH02Gene02318	67.35	67.35	1	1
PH02Gene32299	68.93	66.19	16	20
PH02Gene32600	67.94	60.55	50	65
PH02Gene10554	63.85	70.58	15	19
PH02Gene50400	94.85	94.85	1	1
PH02Gene34767	83.14	81.5	31	40
PH02Gene33248	75.0	71.0	13	18
PH02Gene32481	54.16	48.92	247	330
PH02Gene16870	70.16	57.82	5	8
PH02Gene05635	153.99	168.58	10	13
PH02Gene20485	52.97	49.28	41	53
PH02Gene29916	99.13	84.48	11	21
PH02Gene29988	140.52	190.18	3	4
PH02Gene44602	112.91	106.65	39	60
PH02Gene13279	73.24	62.71	47	67
PH02Gene25070	94.61	108.34	6	9
PH02Gene14880	81.28	79.17	88	119
PH02Gene47618	64.13	58.5	8	12
PH02Gene27769	89.73	88.25	13	22
PH02Gene27689	80.38	80.38	1	1
