geneid	mean_length	median_length	polya_reads_num	count
PH02Gene15971	69.71	58.16	195	271
PH02Gene06857	79.14	75.59	13	20
PH02Gene10116	151.72	125.54	6	7
PH02Gene14724	81.7	78.0	7	11
PH02Gene40258	177.95	177.95	1	2
PH02Gene39471	67.78	65.43	25	34
PH02Gene38241	119.6	108.68	14	20
PH02Gene05179	62.44	62.44	1	1
PH02Gene13933	92.7	92.7	1	1
PH02Gene19757	121.76	129.31	10	14
PH02Gene06346	82.6	82.6	2	2
PH02Gene02550	139.09	138.81	29	37
PH02Gene47288	81.87	79.63	19	29
PH02Gene11594	124.61	104.56	25	30
PH02Gene14056	100.84	99.96	5	6
PH02Gene16718	38.36	38.36	2	4
PH02Gene15290	83.43	72.28	15	24
PH02Gene24780	88.0	90.66	10	14
PH02Gene42734	196.97	192.04	7	9
PH02Gene45261	84.9	68.21	22	31
PH02Gene04963	71.94	87.42	13	18
PH02Gene34614	85.53	76.65	55	78
PH02Gene05793	148.48	148.63	16	23
PH02Gene23638	121.36	112.72	22	33
PH02Gene37778	104.22	103.96	66	101
PH02Gene01904	80.95	69.56	4	4
PH02Gene20233	75.62	69.25	19	26
PH02Gene37243	156.56	156.56	1	1
PH02Gene03617	130.25	123.38	6	11
PH02Gene00695	164.4	153.05	10	15
PH02Gene22652	52.34	50.94	4	6
PH02Gene26809	99.81	98.97	17	25
PH02Gene40293	45.83	45.83	1	1
PH02Gene40821	102.42	92.34	40	53
PH02Gene36724	103.5	103.5	2	2
PH02Gene40381	187.24	174.57	4	6
PH02Gene02924	135.13	144.95	10	21
PH02Gene07025	120.08	121.31	16	22
PH02Gene26254	111.1	107.41	9	12
PH02Gene15074	59.18	56.88	153	222
PH02Gene46818	100.82	116.22	4	6
PH02Gene35346	274.28	274.28	1	1
PH02Gene03214	142.02	165.08	3	3
PH02Gene25688	99.25	99.26	2	2
PH02Gene08271	122.14	132.05	22	28
PH02Gene08611	49.34	38.43	9	13
PH02Gene44324	145.74	111.63	11	14
PH02Gene50607	122.31	108.98	38	54
PH02Gene22833	114.57	98.36	10	15
PH02Gene30189	202.42	194.6	4	8
PH02Gene37929	110.1	112.46	62	102
PH02Gene02850	78.9	69.35	78	100
PH02Gene29167	72.45	72.42	3	7
PH02Gene34903	137.21	130.62	5	5
PH02Gene16178	145.46	145.46	1	1
PH02Gene21542	123.63	116.58	7	7
PH02Gene33068	109.3	113.08	33	42
PH02Gene25441	94.2	102.5	5	6
PH02Gene17325	66.48	61.76	8	11
PH02Gene11209	75.6	88.1	3	7
PH02Gene37269	9.75	9.75	1	2
PH02Gene23433	85.17	83.58	28	38
PH02Gene09860	73.26	73.26	1	2
PH02Gene07816	94.28	91.84	20	25
PH02Gene27759	98.7	98.7	2	3
PH02Gene27129	109.54	115.27	15	19
PH02Gene12538	152.73	164.4	8	9
PH02Gene35094	121.99	104.1	10	15
PH02Gene15172	91.31	85.76	85	118
PH02Gene21197	71.85	68.33	52	77
PH02Gene36789	127.03	121.0	22	37
PH02Gene40296	129.65	102.79	24	33
PH02Gene09535	207.98	205.75	8	10
PH02Gene23642	75.87	75.87	1	1
PH02Gene18096	84.11	80.48	12	21
PH02Gene02976	242.1	229.08	3	13
PH02Gene16616	125.22	101.95	10	12
PH02Gene09546	110.68	126.29	3	4
PH02Gene25204	118.51	127.02	8	11
PH02Gene26153	144.47	144.47	2	2
PH02Gene03118	60.26	48.37	334	441
PH02Gene48509	68.0	61.2	11	12
PH02Gene12621	66.76	63.61	38	53
PH02Gene15759	114.72	94.62	13	17
PH02Gene21229	67.02	63.52	10	17
PH02Gene25363	128.78	133.12	9	9
PH02Gene25349	78.72	78.72	1	2
PH02Gene27073	64.17	71.4	23	34
PH02Gene02815	91.79	93.46	19	28
PH02Gene07202	95.13	84.31	15	23
PH02Gene49186	60.06	56.7	50	80
PH02Gene36089	204.86	237.76	11	15
PH02Gene43977	59.87	51.54	8	16
PH02Gene46210	123.19	123.19	1	1
PH02Gene31078	100.29	30.96	3	3
PH02Gene10924	66.03	64.25	21	26
PH02Gene19927	101.11	79.63	18	21
PH02Gene12135	311.45	259.24	3	3
PH02Gene39987	114.79	112.44	3	4
PH02Gene23018	196.59	196.59	1	2
PH02Gene02529	51.01	38.41	5	10
PH02Gene28330	78.55	68.16	77	111
PH02Gene22019	117.19	116.8	11	19
PH02Gene47574	109.58	109.58	1	1
PH02Gene50336	81.91	99.46	4	5
PH02Gene15816	176.41	166.59	5	6
PH02Gene42144	66.96	59.42	68	98
PH02Gene23775	36.0	36.0	1	1
PH02Gene24296	75.15	85.16	12	20
PH02Gene22175	73.93	95.19	3	4
PH02Gene45821	86.41	78.17	16	27
PH02Gene37121	162.66	217.79	3	6
PH02Gene02790	81.67	81.67	2	2
PH02Gene13464	70.06	62.12	27	41
PH02Gene21543	62.62	63.2	4	9
PH02Gene16979	103.93	87.84	20	31
PH02Gene26463	70.3	72.19	30	49
PH02Gene31339	127.9	124.21	9	17
PH02Gene31157	93.75	96.82	10	13
PH02Gene41858	85.69	78.3	38	47
PH02Gene17913	84.91	72.16	18	23
PH02Gene28958	64.42	64.42	1	2
PH02Gene07867	74.71	73.61	28	34
PH02Gene02806	150.94	150.94	2	2
PH02Gene37070	74.72	68.74	190	265
PH02Gene13362	95.09	94.89	53	85
PH02Gene38388	74.7	74.7	2	5
PH02Gene21082	100.0	77.82	8	10
PH02Gene26946	150.86	133.04	39	54
PH02Gene08162	111.19	114.48	23	29
PH02Gene43576	85.57	85.57	2	3
PH02Gene44950	151.73	151.73	1	1
PH02Gene28257	77.39	76.96	17	21
PH02Gene30323	68.54	44.19	3	7
PH02Gene18373	78.36	82.14	6	9
PH02Gene48545	144.32	144.32	2	4
PH02Gene20868	173.33	173.33	2	3
PH02Gene05568	104.12	102.15	20	24
PH02Gene35699	275.12	290.38	4	5
PH02Gene40145	127.81	127.81	1	1
PH02Gene38868	99.45	103.48	7	9
PH02Gene25921	128.76	113.78	9	14
PH02Gene01105	242.48	242.48	1	4
PH02Gene45504	80.79	80.79	1	1
PH02Gene19418	16.58	16.58	1	3
PH02Gene33180	114.58	114.58	2	4
PH02Gene48975	86.41	86.42	2	4
PH02Gene00133	46.37	39.96	3	4
PH02Gene40129	120.39	114.52	52	88
PH02Gene38948	65.6	65.36	3	3
PH02Gene27435	154.83	158.13	3	5
PH02Gene27369	246.07	242.28	11	13
PH02Gene05935	149.49	177.28	3	4
PH02Gene13868	115.24	111.4	24	45
PH02Gene45954	138.33	133.82	14	15
PH02Gene25303	68.5	58.02	96	121
PH02Gene44653	151.13	96.57	7	7
PH02Gene41328	49.23	52.19	5	6
PH02Gene09114	85.08	85.88	3	4
PH02Gene21637	77.08	79.95	8	10
PH02Gene33211	67.94	72.62	28	41
PH02Gene42524	105.99	94.78	24	38
PH02Gene23950	95.92	70.1	62	81
PH02Gene18602	105.1	105.1	1	2
PH02Gene29860	49.08	43.26	4	5
PH02Gene14497	170.33	210.52	5	6
PH02Gene24469	74.82	71.48	47	63
PH02Gene51035	115.73	115.73	2	2
PH02Gene20108	41.12	41.12	2	2
PH02Gene12983	92.47	92.47	2	2
PH02Gene01301	82.97	80.96	19	29
PH02Gene15525	90.31	88.12	9	15
PH02Gene31121	132.83	132.15	10	15
PH02Gene33397	88.48	88.48	1	3
PH02Gene30344	97.35	86.03	25	36
PH02Gene38910	102.81	102.81	2	3
PH02Gene10335	29.17	29.17	1	1
PH02Gene04692	97.87	82.12	13	21
PH02Gene05743	90.47	80.12	30	46
PH02Gene32517	88.47	65.01	48	59
PH02Gene27831	166.44	149.39	6	8
PH02Gene11986	72.88	52.96	21	37
PH02Gene08771	149.91	146.12	7	7
PH02Gene10958	136.88	141.08	4	8
PH02Gene01205	79.12	69.88	11	17
PH02Gene35413	104.39	95.6	30	38
PH02Gene34716	133.22	139.7	7	8
PH02Gene30150	112.25	118.96	21	28
PH02Gene29293	60.97	55.32	462	659
PH02Gene10682	72.51	61.46	3	6
PH02Gene12814	137.19	140.28	72	94
PH02Gene03127	155.53	155.53	2	3
PH02Gene24595	135.71	79.28	15	22
PH02Gene06007	76.42	76.04	70	99
PH02Gene09275	125.73	138.3	11	13
PH02Gene18200	128.79	124.54	4	10
PH02Gene45429	81.82	88.02	6	12
PH02Gene45687	138.99	145.34	4	6
PH02Gene08348	86.66	74.14	77	104
PH02Gene41587	91.96	101.64	3	3
PH02Gene13074	124.54	103.79	7	11
PH02Gene22867	108.39	107.46	4	4
PH02Gene42611	54.26	54.26	2	8
PH02Gene26836	122.61	145.74	17	22
PH02Gene02890	162.21	161.14	7	13
PH02Gene01764	30.47	30.47	1	4
PH02Gene04950	18.94	18.94	1	2
PH02Gene15521	83.38	75.22	28	37
PH02Gene19986	116.38	113.43	34	49
PH02Gene15274	63.39	58.47	86	117
PH02Gene19612	100.67	85.34	10	14
PH02Gene42454	70.03	63.46	649	958
PH02Gene03346	54.25	43.43	7	12
PH02Gene47261	78.44	80.08	8	14
PH02Gene32025	84.55	84.48	11	13
PH02Gene03809	117.47	135.29	3	3
PH02Gene20455	79.78	74.82	64	97
PH02Gene10727	26.76	26.76	1	1
PH02Gene19122	123.03	125.1	5	9
PH02Gene28192	101.25	74.33	7	8
PH02Gene50610	129.93	136.51	6	11
PH02Gene45887	92.8	78.07	22	30
PH02Gene45316	124.13	119.7	3	4
PH02Gene18786	75.11	75.11	1	4
PH02Gene43763	102.45	109.17	6	8
PH02Gene16093	146.11	155.25	7	10
PH02Gene18879	162.52	162.52	1	1
PH02Gene14043	99.2	95.45	5	5
PH02Gene11832	109.1	94.58	34	45
PH02Gene15299	73.37	59.58	15	19
PH02Gene21208	57.04	55.57	10	13
PH02Gene09452	107.53	89.7	12	19
PH02Gene08185	103.91	103.91	1	1
PH02Gene16612	130.22	136.29	3	7
PH02Gene46350	135.53	149.12	7	12
PH02Gene07537	308.22	308.22	1	2
PH02Gene44670	122.34	122.52	4	6
PH02Gene44730	82.22	83.21	10	11
PH02Gene37649	37.73	38.92	3	5
PH02Gene09364	104.77	104.76	2	3
PH02Gene43871	273.77	275.89	5	5
PH02Gene25801	90.31	51.6	10	15
PH02Gene43653	107.73	85.76	10	15
PH02Gene41480	122.65	122.23	17	21
PH02Gene47227	85.01	75.91	10	13
PH02Gene28939	62.29	55.48	156	247
PH02Gene45998	105.66	92.83	3	3
PH02Gene02177	221.27	244.0	5	6
PH02Gene16111	73.16	76.92	5	6
PH02Gene34894	98.35	56.27	11	14
PH02Gene13349	129.58	124.25	9	14
PH02Gene16530	60.54	46.73	4	4
PH02Gene16714	158.09	156.5	17	23
PH02Gene11742	61.76	61.04	6	9
PH02Gene37316	105.34	89.86	46	71
PH02Gene32752	123.85	123.85	1	2
PH02Gene35121	159.78	159.78	2	3
PH02Gene13071	104.55	115.06	14	23
PH02Gene20758	100.84	100.84	2	2
PH02Gene49182	66.9	66.98	100	148
PH02Gene13998	65.65	63.59	36	50
PH02Gene05990	99.89	107.19	7	10
PH02Gene48090	102.96	102.79	9	14
PH02Gene40307	99.3	91.48	289	377
PH02Gene01992	85.74	70.57	11	14
PH02Gene15765	78.64	82.84	8	11
PH02Gene44149	75.33	66.53	19	28
PH02Gene10429	155.52	155.52	1	1
PH02Gene38428	77.49	67.45	5	7
PH02Gene29409	68.58	71.85	3	6
PH02Gene07132	118.59	93.04	13	18
PH02Gene18279	191.83	185.06	4	7
PH02Gene14721	136.71	136.33	19	30
PH02Gene27147	96.34	96.81	12	13
PH02Gene11972	78.86	60.85	13	20
PH02Gene21096	64.86	57.42	92	124
PH02Gene14879	80.93	65.8	20	31
PH02Gene05231	139.95	139.95	2	4
PH02Gene15487	143.14	143.14	1	5
PH02Gene24658	131.42	112.34	16	25
PH02Gene43300	117.36	141.08	7	10
PH02Gene15799	91.44	33.52	3	3
PH02Gene09367	80.66	73.38	11	15
PH02Gene23103	41.72	41.72	1	3
PH02Gene21758	113.94	122.48	4	4
PH02Gene06669	83.47	82.86	56	73
PH02Gene10163	214.41	152.8	3	6
PH02Gene50611	97.52	86.19	10	14
PH02Gene11408	103.07	88.04	13	22
PH02Gene15961	47.58	41.25	3	4
PH02Gene48838	163.13	171.04	7	10
PH02Gene47848	71.42	65.08	198	277
PH02Gene21874	80.94	72.23	172	253
PH02Gene38416	102.71	102.71	2	4
PH02Gene12383	95.6	78.58	10	11
PH02Gene50461	63.96	68.67	12	16
PH02Gene00565	114.29	114.74	8	10
PH02Gene22832	114.56	114.56	2	2
PH02Gene08685	99.77	129.69	9	18
PH02Gene12115	36.54	36.54	1	1
PH02Gene35512	88.7	86.69	49	69
PH02Gene46333	108.66	101.85	19	21
PH02Gene01954	71.2	80.5	30	52
PH02Gene40223	235.28	235.28	1	1
PH02Gene24491	80.94	90.04	9	14
PH02Gene36155	61.92	58.88	111	159
PH02Gene22631	116.64	116.64	11	17
PH02Gene32425	94.21	83.56	13	22
PH02Gene13477	104.95	110.74	8	8
PH02Gene14395	106.01	94.08	11	22
PH02Gene22848	150.13	134.11	16	24
PH02Gene20761	55.46	54.0	49	69
PH02Gene23598	55.16	55.16	2	6
PH02Gene04870	108.08	90.71	21	28
PH02Gene02907	46.62	46.62	2	3
PH02Gene04537	67.13	63.94	8	9
PH02Gene39311	119.98	79.89	13	18
PH02Gene40843	67.29	69.5	38	47
PH02Gene23874	149.72	149.72	1	2
PH02Gene03501	86.1	86.1	2	4
PH02Gene44692	82.14	82.14	1	1
PH02Gene03504	122.63	150.0	5	11
PH02Gene45379	61.66	69.37	5	6
PH02Gene18215	83.06	82.43	6	10
PH02Gene34784	81.02	67.56	20	40
PH02Gene34195	122.88	96.07	9	14
PH02Gene02170	77.6	71.96	31	43
PH02Gene46962	103.57	102.1	45	65
PH02Gene45368	80.39	68.78	3	5
PH02Gene37934	56.03	44.37	64	95
PH02Gene03164	147.64	147.64	1	1
PH02Gene29059	205.5	203.07	15	19
PH02Gene05676	67.15	53.42	19	27
PH02Gene31302	64.51	56.28	120	171
PH02Gene14319	103.51	96.5	23	33
PH02Gene03274	266.54	268.54	7	9
PH02Gene09931	72.37	70.12	35	44
PH02Gene41672	118.96	106.0	6	14
PH02Gene50523	49.8	43.85	5	5
PH02Gene33797	59.65	48.59	45	58
PH02Gene40479	67.73	55.72	93	111
PH02Gene48630	157.91	141.19	7	10
PH02Gene06463	61.17	61.17	1	2
PH02Gene39844	212.93	212.93	1	1
PH02Gene06487	159.11	159.11	2	3
PH02Gene28690	41.35	28.6	8	10
PH02Gene24500	56.4	55.56	5	8
PH02Gene20658	111.29	131.98	8	12
PH02Gene47578	130.16	130.16	2	3
PH02Gene37628	188.44	192.24	6	8
PH02Gene11614	126.16	128.88	12	23
PH02Gene22594	58.35	55.42	6	11
PH02Gene05514	130.1	130.1	2	2
PH02Gene22269	77.66	80.48	3	4
PH02Gene18522	143.51	131.26	7	9
PH02Gene47427	125.28	95.61	3	4
PH02Gene31792	66.52	66.52	1	3
PH02Gene03139	76.58	71.28	11	17
PH02Gene50480	70.76	70.76	1	1
PH02Gene08767	147.79	137.12	29	40
PH02Gene45203	104.69	96.08	13	17
PH02Gene23396	64.78	59.27	97	134
PH02Gene13315	99.77	103.96	6	9
PH02Gene06037	132.94	132.94	2	3
PH02Gene06367	88.15	58.58	6	14
PH02Gene47443	126.59	126.59	1	2
PH02Gene15050	50.52	50.52	2	2
PH02Gene11308	59.38	59.38	1	1
PH02Gene06674	86.49	75.63	10	15
PH02Gene14280	152.71	152.71	1	1
PH02Gene49805	132.53	90.72	4	6
PH02Gene13666	108.26	114.87	13	22
PH02Gene20243	112.46	112.46	1	1
PH02Gene02581	73.37	43.82	4	7
PH02Gene31361	265.11	265.11	2	2
PH02Gene38864	142.49	158.96	8	16
PH02Gene21500	57.89	58.82	8	13
PH02Gene41745	76.53	76.53	2	2
PH02Gene37160	82.59	69.38	80	118
PH02Gene10092	148.9	162.06	8	10
PH02Gene33114	163.9	158.02	14	18
PH02Gene23055	86.29	86.26	10	14
PH02Gene47219	175.41	175.41	1	1
PH02Gene39757	299.87	299.86	2	4
PH02Gene21037	158.14	185.23	3	3
PH02Gene32036	185.85	185.85	1	1
PH02Gene40788	67.23	67.23	1	1
PH02Gene46909	64.33	77.96	3	4
PH02Gene06675	116.63	95.0	9	11
PH02Gene13202	60.06	32.65	7	8
PH02Gene01072	73.9	43.25	5	6
PH02Gene08846	87.84	83.82	6	13
PH02Gene14468	117.66	127.17	11	16
PH02Gene15725	169.34	165.16	4	4
PH02Gene23132	92.99	93.64	56	72
PH02Gene50827	60.19	60.19	1	1
PH02Gene24663	93.16	83.07	19	24
PH02Gene03709	155.03	155.04	2	4
PH02Gene20661	114.6	114.6	1	2
PH02Gene28053	88.41	75.0	21	30
PH02Gene29227	53.37	50.05	4	4
PH02Gene26349	146.84	146.84	1	2
PH02Gene11423	112.22	112.05	14	21
PH02Gene30799	85.6	70.14	145	202
PH02Gene05631	105.2	78.85	20	25
PH02Gene06929	28.16	28.16	1	1
PH02Gene08392	71.23	64.0	21	28
PH02Gene32614	87.92	87.92	2	2
PH02Gene45405	54.37	54.37	1	1
PH02Gene38748	81.72	71.87	9	13
PH02Gene26412	65.33	61.22	123	167
PH02Gene14115	110.78	110.78	2	2
PH02Gene27737	80.15	87.24	6	7
PH02Gene02646	116.96	112.81	4	6
PH02Gene14088	94.84	94.33	45	69
PH02Gene39372	135.28	135.28	2	2
PH02Gene43294	127.42	158.97	7	8
PH02Gene13506	102.93	100.12	54	70
PH02Gene33859	109.58	109.58	2	2
PH02Gene39126	152.83	152.83	1	1
PH02Gene10542	271.84	271.84	1	2
PH02Gene02248	135.38	127.93	6	9
PH02Gene04241	56.8	51.42	73	99
PH02Gene36258	136.01	113.11	5	9
PH02Gene18929	110.86	110.86	2	4
PH02Gene03900	99.48	104.32	7	12
PH02Gene14612	127.03	105.71	5	9
PH02Gene34418	158.84	174.72	25	35
PH02Gene31939	101.08	94.48	30	73
PH02Gene29103	72.99	72.08	10	14
PH02Gene17598	45.58	45.58	1	2
PH02Gene24753	51.37	51.36	2	2
PH02Gene17410	90.63	111.55	5	7
PH02Gene28351	76.22	71.13	8	9
PH02Gene10712	131.41	103.52	7	10
PH02Gene09111	55.3	50.82	13	19
PH02Gene32643	241.24	241.24	2	4
PH02Gene16889	101.83	91.66	8	10
PH02Gene32320	71.71	70.66	25	39
PH02Gene29661	80.78	84.68	94	130
PH02Gene29051	93.04	88.59	3	4
PH02Gene26295	483.87	483.87	1	1
PH02Gene43216	136.84	128.83	6	8
PH02Gene18476	84.35	96.63	26	31
PH02Gene35211	95.92	107.29	21	30
PH02Gene38666	265.49	265.49	2	2
PH02Gene26640	94.73	99.37	4	4
PH02Gene39017	114.41	118.7	19	25
PH02Gene34579	210.48	231.0	3	5
PH02Gene32063	154.9	124.77	7	12
PH02Gene26840	25.86	25.86	1	1
PH02Gene17250	143.34	155.12	13	21
PH02Gene08845	62.15	51.93	52	73
PH02Gene38902	94.01	79.0	73	112
PH02Gene20386	86.36	86.36	1	2
PH02Gene06595	196.65	185.38	5	5
PH02Gene21799	84.4	72.89	11	14
PH02Gene14345	76.72	80.15	28	42
PH02Gene07958	130.37	130.36	2	4
PH02Gene33502	22.96	22.96	1	1
PH02Gene24209	82.0	82.0	1	2
PH02Gene24188	116.05	120.42	29	39
PH02Gene24023	165.28	186.1	7	10
PH02Gene01319	102.28	82.57	9	12
PH02Gene32350	106.0	106.0	1	1
PH02Gene20081	81.7	92.59	3	4
PH02Gene42164	156.28	141.61	28	33
PH02Gene06380	235.35	231.7	6	7
PH02Gene18297	85.6	78.66	10	17
PH02Gene38290	73.43	77.27	29	45
PH02Gene39434	68.15	50.24	21	30
PH02Gene31593	108.39	87.86	56	73
PH02Gene45453	89.46	86.0	29	43
PH02Gene25090	136.88	136.88	1	3
PH02Gene08905	75.33	75.33	1	1
PH02Gene05761	132.93	128.24	24	32
PH02Gene15163	93.04	83.64	18	27
PH02Gene50330	68.68	55.04	33	42
PH02Gene05265	91.05	87.36	6	6
PH02Gene00703	112.09	118.15	4	6
PH02Gene29900	64.84	57.32	231	308
PH02Gene36567	85.01	97.55	5	6
PH02Gene16092	117.36	78.0	7	7
PH02Gene47527	177.33	177.33	1	1
PH02Gene48573	167.33	174.36	3	5
PH02Gene41406	85.8	70.75	25	30
PH02Gene29471	132.23	132.23	1	2
PH02Gene03615	87.56	89.88	16	17
PH02Gene31834	97.46	89.48	23	29
PH02Gene45790	81.69	81.24	14	20
PH02Gene19645	74.61	64.06	124	190
PH02Gene21720	56.67	47.42	6	8
PH02Gene24058	149.22	149.22	1	2
PH02Gene00479	79.0	79.0	2	3
PH02Gene03160	103.51	101.14	68	99
PH02Gene05214	202.11	204.45	4	4
PH02Gene00940	130.53	148.37	11	45
PH02Gene12035	97.21	95.7	5	6
PH02Gene03939	60.84	47.88	9	12
PH02Gene25612	213.02	213.02	2	7
PH02Gene19644	160.94	135.93	6	12
PH02Gene30414	145.79	174.77	15	20
PH02Gene25112	79.11	73.84	42	56
PH02Gene18198	130.32	126.96	10	14
PH02Gene49855	159.72	165.7	4	5
PH02Gene23212	178.1	148.24	5	6
PH02Gene16529	120.85	120.85	2	2
PH02Gene11386	82.46	84.55	30	48
PH02Gene23733	170.57	170.57	2	2
PH02Gene23884	62.38	59.81	16	24
PH02Gene32885	121.56	140.0	21	30
PH02Gene20294	84.96	57.94	52	79
PH02Gene25993	108.61	108.61	1	3
PH02Gene19951	92.95	100.28	12	22
PH02Gene38787	64.21	67.44	14	19
PH02Gene28837	115.88	115.88	1	1
PH02Gene34877	33.0	29.4	3	4
PH02Gene16603	150.73	154.04	17	27
PH02Gene13571	99.37	94.21	7	9
PH02Gene33855	91.75	68.68	4	4
PH02Gene45566	95.46	88.32	50	59
PH02Gene47847	206.44	239.88	14	20
PH02Gene30895	100.36	85.51	6	10
PH02Gene09895	98.57	115.2	6	9
PH02Gene12031	80.49	76.68	35	48
PH02Gene39339	115.8	115.8	2	3
PH02Gene35652	79.75	91.76	10	10
PH02Gene06895	223.24	223.24	2	2
PH02Gene25008	113.89	107.16	24	35
PH02Gene09298	123.39	108.83	3	3
PH02Gene40042	141.03	141.03	1	1
PH02Gene01784	212.55	196.56	4	6
PH02Gene33207	123.85	123.85	2	2
PH02Gene45574	252.09	252.1	2	5
PH02Gene14032	88.1	82.11	116	165
PH02Gene13544	114.77	91.6	7	8
PH02Gene10210	70.69	69.7	6	6
PH02Gene14364	121.74	122.32	11	18
PH02Gene16649	158.01	162.43	8	11
PH02Gene12757	138.03	142.16	6	7
PH02Gene15297	59.93	56.04	13	19
PH02Gene07615	113.96	125.76	6	8
PH02Gene15714	111.01	122.15	3	5
PH02Gene30951	72.34	73.73	65	84
PH02Gene04420	95.58	71.42	3	5
PH02Gene34493	136.14	134.65	27	38
PH02Gene02951	148.38	128.44	11	16
PH02Gene00019	84.31	81.16	59	90
PH02Gene47757	68.51	72.59	7	9
PH02Gene39694	77.74	70.91	70	101
PH02Gene29983	154.32	125.85	7	7
PH02Gene22126	82.33	79.54	38	44
PH02Gene40516	75.33	75.33	1	1
PH02Gene17903	73.55	68.81	14	17
PH02Gene43541	108.97	85.04	7	8
PH02Gene15400	109.38	102.35	7	13
PH02Gene25792	87.26	101.0	3	6
PH02Gene00098	103.43	96.83	49	61
PH02Gene35440	106.35	84.24	22	33
PH02Gene41619	147.41	147.76	14	16
PH02Gene12242	80.91	66.73	24	35
PH02Gene47425	108.63	112.55	5	6
PH02Gene00166	102.58	108.56	8	12
PH02Gene05279	73.61	66.1	50	66
PH02Gene31575	59.38	47.54	25	28
PH02Gene39712	82.63	88.34	52	76
PH02Gene03142	98.1	89.82	59	86
PH02Gene05801	94.55	80.26	32	47
PH02Gene34401	55.14	59.0	7	9
PH02Gene32362	244.5	244.5	1	1
PH02Gene12717	64.31	44.3	21	25
PH02Gene14151	88.99	99.75	8	8
PH02Gene45881	137.7	139.34	7	9
PH02Gene42417	116.57	117.13	49	74
PH02Gene05625	81.38	69.35	13	15
PH02Gene45966	80.25	77.41	9	11
PH02Gene00190	99.62	113.54	12	18
PH02Gene42976	140.39	141.96	4	5
PH02Gene12209	181.51	176.59	6	8
PH02Gene36805	99.58	90.56	26	29
PH02Gene35043	64.45	55.74	14	18
PH02Gene29074	199.99	199.99	2	2
PH02Gene21960	112.81	105.29	13	22
PH02Gene17224	49.85	43.17	452	612
PH02Gene24892	92.0	90.06	8	12
PH02Gene22823	89.72	88.54	18	21
PH02Gene35315	138.38	154.46	3	6
PH02Gene16783	199.7	199.7	1	2
PH02Gene23697	136.89	136.89	2	3
PH02Gene08894	110.66	136.34	9	13
PH02Gene26773	175.14	178.53	4	7
PH02Gene09390	103.87	105.01	6	12
PH02Gene41984	71.43	67.56	23	39
PH02Gene42819	267.93	267.92	2	2
PH02Gene07174	150.14	114.46	5	5
PH02Gene00341	36.43	31.4	3	3
PH02Gene44945	112.89	111.95	8	13
PH02Gene18628	88.25	78.16	14	20
PH02Gene07887	85.59	90.09	9	10
PH02Gene42461	47.0	47.0	1	2
PH02Gene11427	269.16	279.2	6	6
PH02Gene33566	122.77	113.67	3	3
PH02Gene45921	98.94	92.54	24	30
PH02Gene10852	183.06	205.39	8	9
PH02Gene28062	88.92	62.08	21	31
PH02Gene24452	92.08	102.82	13	15
PH02Gene38097	65.7	45.32	17	26
PH02Gene04331	107.43	90.02	42	58
PH02Gene42840	87.95	94.67	8	10
PH02Gene27145	93.94	87.07	21	28
PH02Gene15449	104.08	95.12	90	117
PH02Gene30188	81.26	81.26	1	1
PH02Gene40350	100.76	87.96	11	14
PH02Gene46631	98.87	110.59	9	15
PH02Gene01610	62.52	68.95	10	18
PH02Gene31627	118.48	100.48	20	28
PH02Gene19186	163.94	160.73	6	10
PH02Gene48954	63.97	55.26	75	101
PH02Gene34759	75.43	64.62	303	424
PH02Gene36769	131.54	126.03	9	9
PH02Gene35148	121.88	141.21	5	8
PH02Gene35476	75.83	73.6	6	8
PH02Gene39110	82.52	85.64	25	32
PH02Gene48539	75.32	76.1	10	10
PH02Gene44156	118.29	125.61	4	6
PH02Gene13547	95.3	102.63	19	31
PH02Gene17917	76.36	54.74	6	12
PH02Gene12657	59.59	73.33	3	4
PH02Gene33337	98.0	81.03	19	25
PH02Gene30963	65.86	52.66	5	7
PH02Gene05957	113.02	113.02	2	3
PH02Gene41300	91.34	81.06	15	25
PH02Gene13089	68.95	67.43	15	23
PH02Gene37701	116.34	86.69	6	11
PH02Gene23379	100.18	100.15	72	96
PH02Gene02962	97.27	92.0	12	21
PH02Gene08259	91.62	101.49	6	7
PH02Gene23358	74.34	64.73	7	11
PH02Gene46554	154.15	166.7	7	8
PH02Gene13811	84.45	70.37	11	12
PH02Gene47968	138.48	143.23	17	30
PH02Gene01338	89.15	70.57	135	174
PH02Gene04255	76.84	76.84	1	1
PH02Gene31249	83.33	90.86	4	4
PH02Gene15303	72.58	72.58	2	2
PH02Gene11554	129.05	143.47	11	17
PH02Gene44332	66.04	65.49	14	21
PH02Gene10185	75.56	70.27	11	16
PH02Gene22040	142.36	140.96	9	15
PH02Gene01190	90.56	90.56	2	7
PH02Gene40185	19.88	19.88	1	2
PH02Gene28967	104.25	108.45	14	26
PH02Gene28367	136.05	118.55	9	14
PH02Gene44411	133.33	113.25	29	38
PH02Gene37159	110.79	107.65	3	4
PH02Gene04882	105.15	91.48	37	53
PH02Gene46091	66.42	59.17	98	136
PH02Gene16211	203.33	203.0	11	14
PH02Gene31346	51.79	47.34	25	33
PH02Gene23892	329.5	329.5	1	1
PH02Gene34379	52.84	42.6	101	151
PH02Gene41918	78.1	85.7	8	11
PH02Gene36158	84.69	78.96	17	23
PH02Gene11834	65.62	54.7	15	24
PH02Gene00443	127.27	125.82	25	32
