gene_id	phe_2B	phe_2M	phe_4B	phe_4M
PH02Gene00089	202.09162754164583	217.83898445878165	219.8012830794528	262.10499940292897
PH02Gene00090	425.8501773052651	336.2904812941966	390.906574857008	121.60015691884348
PH02Gene00091	0.0	0.0	0.0	0.0
PH02Gene00092	1256.8304418009056	1367.0505388902448	1648.6191079507023	1659.684383221327
PH02Gene00093	4.341807440645139	8.91533336772065	15.2673888851524	43.10630083363213
PH02Gene00094	0.0	0.0	0.0	0.0
PH02Gene00095	0.0	0.0	0.0	0.0
PH02Gene00096	9.047605024860784	11.549844233282366	11.292045681791384	13.740150380540777
PH02Gene00097	0.0	0.0	0.0	0.0
PH02Gene00098	25.12428294087132	30.28778596889192	45.6665957604367	65.9644110496573
PH02Gene00099	27.51991058748749	33.20607922807791	57.393718044695994	76.23089151737203
PH02Gene00100	10.45585614290773	10.55209871533516	6.661163568310752	3.826006479763334
PH02Gene00101	1.974785133353256	2.042002870471327	8.896061477766837	7.552431059937754
PH02Gene00102	648.6052980163986	584.904584364957	666.0857363722273	484.02752202796734
PH02Gene00103	0.0	0.0	0.0	0.0
PH02Gene00104	48.42548866154336	45.96366582632778	44.09991067805797	57.9153291585676
PH02Gene00105	0.0	0.0	0.0	0.0
PH02Gene00106	0.0	0.0	0.0	0.0
PH02Gene00107	3.32047085544739	2.664316464397546	1.4407897339777656	1.1999529305030083
PH02Gene00108	0.0	0.0	0.0	0.0
PH02Gene00109	5.287108834847707	3.8802515147503605	2.7533959302579785	2.532731714223098
PH02Gene00110	8.543513366046705	9.58286151120808	12.94576922936646	22.95409832458005
PH02Gene00111	0.0	0.0	0.0	0.0
PH02Gene00112	2.6654848141673506	3.6709797726905866	5.825768986233857	6.852762767479793
PH02Gene00113	42.09535942474031	37.06816977105024	41.34553514002588	24.24780046163419
PH02Gene00114	24.669838546592	22.033329186127627	20.842473951322503	13.429014400953003
PH02Gene00115	0.0	0.0	0.0	0.0
PH02Gene00116	20.822638035119844	31.02818850419926	51.82764089389409	46.6901337624845
PH02Gene00117	0.0	0.0	0.0	0.0
PH02Gene00118	43.7951653349192	41.4700113461002	40.68424300806276	24.183735044011808
PH02Gene00119	1.7248830203308223	1.992300735754504	2.990013371266864	4.231736846630499
PH02Gene00120	1.113286567095081	0.0	0.0	0.0
PH02Gene00121	6.630019109396598	7.408876976516108	10.782739497689969	16.362481596053403
PH02Gene00122	0.0	0.0	0.0	0.0
PH02Gene00123	0.0	0.0	0.0	0.0
PH02Gene00124	0.0	0.0	0.0	0.0
PH02Gene00125	0.0	0.0	0.0	0.0
PH02Gene00126	1.9066721621794136	0.0	1.0427973392581524	1.3509803926092427
PH02Gene00127	6.867321380663516	6.664257343011041	5.9735551285899104	5.783789073120748
PH02Gene00128	0.0	0.0	0.0	0.0
PH02Gene00129	43.99901900228642	57.81113451351106	67.1928683171445	80.32005089590771
PH02Gene00130	0.0	0.0	0.0	0.0
PH02Gene00131	0.0	0.0	0.0	0.0
PH02Gene00132	2.126923423565826	1.9455519926487945	0.0	0.0
PH02Gene00133	8.169000442820892	6.618408305025562	3.4323978427507065	1.949080623000605
PH02Gene00134	5.44851950035272	4.9622328919247725	5.415653175923983	1.8727365539353285
PH02Gene00135	6.7352575079584485	10.571569444904153	19.850768397537585	19.57208823578486
PH02Gene00136	0.0	0.0	0.0	0.0
PH02Gene00137	7.6085602924237	6.030856758181312	8.91570121177423	3.7801971722902423
PH02Gene00138	4.92076351384297	3.7567289959748127	5.364127187420348	7.417703583470206
PH02Gene00139	67.39440897714945	63.71380671578118	117.53353080916376	54.39335785824421
PH02Gene00140	0.0	0.0	0.0	0.0
PH02Gene00141	5.4677002376703205	5.995405632856438	6.421568739384188	7.382624502653846
PH02Gene00142	0.0	0.0	0.0	0.0
PH02Gene00143	25.760416274560196	22.94143921130711	20.79709717046357	20.65358823143189
PH02Gene00144	1.270422823357432	0.0	0.0	0.0
PH02Gene00145	13.059111349113683	14.271475804991878	7.55177746105005	1.3145156363324
PH02Gene00146	0.0	0.0	0.0	0.0
PH02Gene00147	11.75473360891082	10.019244130681937	7.088274513733059	3.683920962101453
PH02Gene00148	0.0	0.0	0.0	0.0
PH02Gene00149	2.009758675665526	1.9582726013321967	1.7523118386216072	1.5080489531997265
PH02Gene00150	1827.5122061291877	1611.8069796021473	751.6260583322309	86.7778425946555
PH02Gene00151	266.4294937860996	206.05761814033687	104.72262082665848	7.98069498336734
PH02Gene00152	367.1830450696288	282.8563634411702	140.7246952395792	18.12128666642748
PH02Gene00153	29.733784330444603	26.48251955641716	55.89130017284159	72.3123287913373
PH02Gene00154	1.0144606505140632	1.0913998025486435	1.0017744489287186	0.0
PH02Gene00155	0.0	0.0	0.0	0.0
PH02Gene00156	42.83849537883069	45.79383761467896	58.93150422274218	83.45611677632085
PH02Gene00157	39.99362998583268	40.92039482428422	53.78309786174973	62.369064826151394
PH02Gene00158	12.425605907205588	25.724697568220623	110.67295873472504	107.36993328027891
PH02Gene00159	305.1128365445	460.0158770763384	1013.6958696485616	2629.286086981106
PH02Gene00160	0.0	0.0	0.0	0.0
PH02Gene00161	0.0	0.0	0.0	0.0
PH02Gene00162	0.0	0.0	1.7208761230298704	0.0
PH02Gene00163	22.719347304017578	29.83520198858318	49.15289952817458	61.23462650335167
PH02Gene00164	0.0	1.0655484982417038	2.9792787195611283	1.4662074144663417
PH02Gene00165	0.0	0.0	0.0	0.0
PH02Gene00166	4.798379588901818	5.191529484275025	5.863199047579884	5.112923848293512
PH02Gene00167	0.0	0.0	0.0	0.0
PH02Gene00168	74.1256300138186	109.22518722451558	276.7603771070949	442.7361333850365
PH02Gene00169	1.0011208528163285	1.3736267948097955	1.3384142982275236	4.80174228835924
PH02Gene00170	5.103643373386099	6.230059247000326	5.693959654238314	5.522538178563258
PH02Gene00171	67.15708293943015	63.555941477271055	87.91935157364243	86.41877643325616
PH02Gene00172	13.421352552355158	21.87799251100868	24.269353160869382	38.2218978230177
PH02Gene00173	50.37763529359213	62.16867467923242	89.31690076990765	157.74576340439742
PH02Gene00174	11.597203844089227	12.936320711447019	14.66261269902237	15.571336707097435
PH02Gene00175	11.75388688436457	8.509420315842977	12.278996731977395	14.369694564149947
PH02Gene00176	0.0	0.0	0.0	0.0
PH02Gene00177	16.70367718947641	18.31014706203451	20.4362086837067	20.100917733344925
PH02Gene00178	12.077656977117433	11.015156710016868	12.860291619667288	12.872572872248528
PH02Gene00179	8.006805007369456	13.655892371156812	46.79889899552296	37.06579556655071
PH02Gene00180	68.44139879468864	100.86773278108099	117.03477991709082	143.63798085483867
PH02Gene00181	0.0	0.0	0.0	0.0
PH02Gene00182	13.095080805545052	12.698043033839037	18.28737228635876	16.897689684400554
PH02Gene00183	12.96029569716278	19.140532650498358	33.08889124505039	68.17953254628084
PH02Gene00184	0.0	0.0	0.0	14.866958081672069
PH02Gene00185	4.059040825398717	3.1310359327725656	3.037273803664521	3.5076772468301
PH02Gene00186	3.0779777834297164	4.022151528843882	1.616606030601239	1.3463804593701587
PH02Gene00187	0.0	0.0	0.0	0.0
PH02Gene00188	6.644047926809624	9.157288386051196	6.271788313811622	6.023178769926921
PH02Gene00189	19.20624369807265	18.411516988168103	20.470158531850053	13.771172330043735
PH02Gene00190	6.425199740169313	6.986666034413563	6.985803630058261	5.602599299926575
PH02Gene00191	1.5657609704848057	1.5856966655952125	2.616613249799054	6.724482267482529
PH02Gene00192	1.0563552459415964	2.186834089221395	3.3448216542242633	3.3738095249392543
PH02Gene00193	4.3326607091709	4.53849986822692	4.391014883094934	6.963918692337535
PH02Gene00194	56.08235615728993	60.10437287360734	36.97179655304983	25.421873895224383
PH02Gene00195	1.3616005434027294	1.8530480531063247	1.9868402932535387	1.5068191733486245
PH02Gene00196	0.0	0.0	0.0	0.0
PH02Gene00197	5.018853175285167	2.3997756231905902	3.354892085011174	0.0
PH02Gene00198	7.814151250780196	10.75686322562773	11.9882027167463	11.724422520185213
PH02Gene00199	0.0	0.0	0.0	1.1960940329502443
PH02Gene00200	0.0	0.0	0.0	0.0
PH02Gene00201	0.0	0.0	0.0	0.0
PH02Gene00202	21.725567205750753	23.329102919407052	16.47428457066549	16.812003706192346
PH02Gene00203	11.77216709929852	12.682672006332941	14.16455670686536	1.456403030256925
PH02Gene00204	0.0	0.0	0.0	0.0
PH02Gene00205	1.320032247426675	2.0411954254469253	5.101031402609563	8.776683712687317
PH02Gene00206	0.0	0.0	0.0	2.2192663294040287
PH02Gene00207	0.0	0.0	0.0	0.0
PH02Gene00208	3.278069191648472	3.534636556922606	4.621548129263961	4.545834951290089
PH02Gene00209	12.754603147265904	10.82297284628917	11.246952116429702	8.732419693747453
PH02Gene00210	0.0	0.0	0.0	1.6101265828176368
PH02Gene00211	55.91410158415378	65.79070339396515	83.4024874503184	46.408024331649294
PH02Gene00212	0.0	0.0	0.0	0.0
PH02Gene00213	15.087439268072693	17.679392688961617	17.284148542211142	19.956042884843907
PH02Gene00214	7.78058743703184	9.994594859937097	10.00382806315524	13.40936004259209
PH02Gene00215	50.829519908728095	62.06680439718091	66.50723126795742	74.98097130786512
PH02Gene00216	78.98620168424	79.74463881141473	61.19766785154268	47.102545470317885
PH02Gene00217	1.627711837466942	0.0	5.688982941573191	4.116653098391062
PH02Gene00218	6.332344782035935	7.327087772314837	5.535338529409091	4.067711371624476
PH02Gene00219	0.0	0.0	0.0	0.0
PH02Gene00220	0.0	0.0	0.0	0.0
PH02Gene00221	14.891856960394913	29.425808818624105	41.67133505940995	41.23771325772054
PH02Gene00222	3.719940587387922	6.181619061388716	15.499954372889148	16.119044841333054
PH02Gene00223	1.4047270679807402	1.5633439883547078	3.067402987780325	12.773339222992709
PH02Gene00224	2.1878407458045563	2.494739627810605	4.687947806830264	3.7541622114159128
PH02Gene00225	4.76483642850252	9.175830319939353	9.220004843559078	22.059169206981313
PH02Gene00226	20.65972219716156	26.792774227325676	33.97257837775957	51.129841061972655
PH02Gene00227	73.15883155196246	99.39629785972842	103.27289511549704	131.29133588864602
PH02Gene00228	16.444253284752147	18.170873075744108	18.34888905224599	17.079614322906078
PH02Gene00229	98.84640793332154	108.97283036078188	140.8736159483851	147.6851012143823
PH02Gene00230	8.475199030847715	7.649802348873248	5.402683357680332	2.6403854884124858
PH02Gene00231	12.515430287051549	11.338109790398116	9.411793115301032	15.007146913703574
PH02Gene00232	6.526387403942562	8.566787084042886	10.99997673134581	18.349361277370388
PH02Gene00233	0.0	0.0	0.0	0.0
PH02Gene00234	0.0	0.0	0.0	1.5704488658662674
PH02Gene00235	1.1447515009030098	2.233885597314732	2.1426109359145924	1.0621788287215526
PH02Gene00236	8.525060200839333	9.565149248894024	9.937536639201204	7.691923993074478
PH02Gene00237	2.859574532804404	3.8199972858932143	3.983879659475864	3.5070966277745588
PH02Gene00238	4.225104638705087	5.590175573472297	3.8329848145705054	5.376468199321156
PH02Gene00239	2.0973777854167523	2.2493061472876725	0.0	0.0
PH02Gene00240	0.0	0.0	0.0	0.0
PH02Gene00241	34.99286050221588	34.60029993157843	27.88013064307405	18.721873681555213
PH02Gene00242	11.1540149187463	10.577971985876406	13.752854504764464	14.154406896721092
PH02Gene00243	0.0	0.0	0.0	0.0
PH02Gene00244	2.7467712519509475	12.110456632646004	42.81787438379098	13.579166979467496
PH02Gene00245	0.0	0.0	0.0	0.0
PH02Gene00246	5.624110964767335	12.36873980436495	59.67176923393972	22.18390138523836
PH02Gene00247	0.0	0.0	1.6161873292206124	0.0
PH02Gene00248	0.0	0.0	2.5200935698738687	0.0
PH02Gene00249	16.71717448672885	13.886151906975426	18.816269023091483	16.765932798198133
PH02Gene00250	2.921757636032712	4.290238277580245	3.700557458087399	10.130604359171784
PH02Gene00251	0.0	0.0	0.0	0.0
PH02Gene00252	0.0	0.0	0.0	0.0
PH02Gene00253	0.0	0.0	0.0	0.0
PH02Gene00254	13.559921089031391	14.820725344197024	14.828161182030707	19.97606406062921
PH02Gene00255	206.6506690718957	177.98126028028426	232.7090347744294	196.90878435614687
PH02Gene00256	0.0	0.0	0.0	0.0
PH02Gene00257	0.0	0.0	0.0	0.0
PH02Gene00258	5.6958078506548055	7.649515527893573	6.734490079231421	6.763527536183385
PH02Gene00259	0.0	0.0	0.0	0.0
PH02Gene00260	40.9625166169595	44.34138773837634	34.85945636347697	35.53502936610645
PH02Gene00261	11.788869305098205	11.33704647234273	11.977107839163002	8.54073860188736
PH02Gene00262	3.860756080763217	3.4763534574362205	1.196286512594131	1.388131118706828
PH02Gene00263	0.0	0.0	0.0	0.0
PH02Gene00264	32.09895944751344	52.35255481799785	77.668022116587	141.74233018109734
PH02Gene00265	53.275747276454275	50.629145018056825	59.80228128815245	62.187503722333894
PH02Gene00266	0.0	1.3467156369859854	1.5539127626637186	3.6236669113667923
PH02Gene00267	7.856054636032407	8.522758281949445	10.775958641096464	24.868467333048773
PH02Gene00268	2.446662735592814	1.7584488665023807	15.887627336835903	34.636479183167914
PH02Gene00269	25.663713128735576	36.05840291347258	45.57735249268128	44.43664056551312
PH02Gene00270	38.01003929696223	35.07176409699068	34.09890315912997	20.930478427885184
PH02Gene00271	0.0	2.165409498388861	7.98245461383032	5.79881690534581
PH02Gene00272	5.029784988919285	5.604256971006085	3.4695037829744124	3.827915692148301
PH02Gene00273	5.25717368804765	6.414604024978094	5.909691583263897	7.980284418590695
PH02Gene00274	24.543001330414143	20.97423206599376	32.23467970556863	31.07205289325437
PH02Gene00275	39.61709400558023	51.18446727215439	67.34085754366866	64.52311365119121
PH02Gene00276	1.993288187910193	2.136694193335848	23.775534403238723	6.831624865973523
PH02Gene00277	7.543935456940541	8.786806436397535	6.1186013372804995	6.523794851403092
PH02Gene00278	0.0	0.0	0.0	0.0
PH02Gene00279	58.01785231079902	49.60491904249643	37.15577172309809	19.76782363242
PH02Gene00280	0.0	0.0	0.0	0.0
PH02Gene00281	0.0	0.0	0.0	0.0
PH02Gene00282	0.0	0.0	0.0	0.0
PH02Gene00283	2.2243498959133867	3.911896283022321	3.3277886133490315	4.879659084438334
PH02Gene00284	8.532967921417194	9.02737310178311	7.374778014140126	4.72649081728739
PH02Gene00285	0.0	0.0	0.0	0.0
PH02Gene00286	0.0	0.0	0.0	0.0
PH02Gene00287	0.0	1.4746069784173903	3.15584149997474	3.3975886811144327
PH02Gene00288	6.841424870946445	7.6040292650893555	8.916471430471796	12.3199732393211
PH02Gene00289	0.0	0.0	0.0	0.0
PH02Gene00290	32.23755942108553	35.9742353406255	45.344537163844144	43.80730817544855
PH02Gene00291	0.0	0.0	1.8657515295393352	2.563901614784811
PH02Gene00292	2.259212707170961	3.099840644628108	1.9769741618617285	3.247285300492701
PH02Gene00293	6.765325621833264	6.7763185056459	4.522335399844029	1.8078717207219892
PH02Gene00294	0.0	0.0	0.0	0.0
PH02Gene00295	28.198875950453928	29.12618809597427	21.33435229189115	12.443247576496224
PH02Gene00296	3.335692169838668	3.971460574961522	3.1499922621364305	5.423765554955314
PH02Gene00297	3.2435951723524705	4.416784968022927	14.53684129639926	17.154889313795593
PH02Gene00298	0.0	0.0	6.169993840856558	23.68243560511983
PH02Gene00299	5.846531250391439	8.913289494623312	16.653690973137646	27.769172941629417
PH02Gene00300	19.824672524349594	25.837563630184253	27.273161180597835	16.919230774896224
PH02Gene00301	0.0	0.0	0.0	0.0
PH02Gene00302	0.0	0.0	0.0	0.0
PH02Gene00303	101.92905958913396	162.697663870502	173.497369234599	614.8911673169329
PH02Gene00304	15.20564202064773	21.958688859467728	16.32695788960394	18.197065468847292
PH02Gene00305	4.48666243519299	4.318191644588597	3.3381787572280097	4.235433196395393
PH02Gene00306	0.0	0.0	0.0	0.0
PH02Gene00307	8.18250292289167	8.133934828770323	8.064956045297603	10.923595888292644
PH02Gene00308	2.1446799126882468	3.098282053825868	3.687885068731704	9.074312806799218
PH02Gene00309	82.83897923361425	87.35347885323237	90.8333974027636	107.28290168846438
PH02Gene00310	0.0	0.0	0.0	1.22616940622601
PH02Gene00311	0.0	0.0	6.446383551777669	0.0
PH02Gene00312	1.624506979331479	4.656066426511338	11.510694060295195	11.093940060595171
PH02Gene00313	0.0	0.0	0.0	0.0
PH02Gene00314	5.361459496407357	5.75667412481899	4.2153607966738695	2.5371119142069607
PH02Gene00315	8.153255459938089	8.450604858863139	4.82275750376289	4.767676450113395
PH02Gene00316	0.0	0.0	0.0	0.0
PH02Gene00317	0.0	0.0	0.0	1.217459109380688
PH02Gene00318	0.0	0.0	0.0	0.0
PH02Gene00319	0.0	0.0	0.0	0.0
PH02Gene00320	14.359651144254096	13.60848371687347	13.57671267551224	13.900034847860043
PH02Gene00321	7.870318542242297	11.483361613415225	8.16581038898373	8.091124263064367
PH02Gene00322	4.147172447029972	2.9948890627579825	3.793550814420604	3.037918872269461
PH02Gene00323	28.62327952557342	32.08928996704162	37.54199640330496	32.748539575490646
PH02Gene00324	0.0	0.0	0.0	0.0
PH02Gene00325	3.825937337648686	4.73968003645038	4.40658989806909	5.960879236928186
PH02Gene00326	0.0	0.0	0.0	0.0
PH02Gene00327	0.0	0.0	0.0	0.0
PH02Gene00328	0.0	0.0	0.0	0.0
PH02Gene00329	0.0	0.0	0.0	0.0
PH02Gene00330	1.8321296329938785	3.3517929407032345	4.8498180918037175	5.426321245340336
PH02Gene00331	0.0	0.0	0.0	0.0
PH02Gene00332	0.0	2.0126801328020143	0.0	1.4134138702094534
PH02Gene00333	2.2415598588022765	3.518951889045273	3.361249676055404	7.183992822834725
PH02Gene00334	0.0	0.0	0.0	0.0
PH02Gene00335	16.452104061078547	23.228060687688686	33.08824787331869	26.24319430606148
PH02Gene00336	13.2891811599334	12.646462096831138	13.309302656131742	11.707591840655018
PH02Gene00337	1.2363671998874777	1.6115854082463408	1.4876269734871543	1.0152597405997033
PH02Gene00338	11.95601236081243	11.758497036233884	11.074008429278472	6.0906077368460885
PH02Gene00339	3.449766040661645	2.725282641587308	2.148794517259223	1.178523915503913
PH02Gene00340	10.745985798118513	18.131685652229237	37.17811622674788	25.06189499225829
PH02Gene00341	1.0196258593378873	1.183783876488294	3.4603138325993257	0.0
PH02Gene00342	28.695781156412767	47.19042047801181	92.13611613028571	43.38713970410703
PH02Gene00343	4.212091047750191	6.957322710434288	10.02499050578677	21.851441585465732
PH02Gene00344	4.500937122798737	6.796074326544445	17.63997312512018	19.119342390260684
PH02Gene00345	16.012121622693673	17.30141760821206	19.399965594500724	15.78571429100018
PH02Gene00346	0.0	0.0	0.0	0.0
PH02Gene00347	13.94067569458172	16.32354487290145	20.39114854624137	16.8467823821432
PH02Gene00348	2.847058528525404	5.433926715468085	8.527525699719313	7.467870970242575
PH02Gene00349	58.80498987423036	52.309262396406005	43.996401272812	18.409181688707697
PH02Gene00350	0.0	0.0	0.0	0.0
PH02Gene00351	23.92644064348616	25.629237158436457	23.620649329272933	23.77294564639281
PH02Gene00352	1.714854630677736	1.5273424596288725	1.809960214480968	1.356672879475435
PH02Gene00353	12.253070460226697	22.607180275356104	33.87797146011641	38.49091740220874
PH02Gene00354	5.877477502135345	6.2536602322383885	4.665504986877182	3.976529435729398
PH02Gene00355	4.925157052694616	4.123962239417742	3.7481115793907294	3.7121632665491524
PH02Gene00356	2.567753240552994	0.0	0.0	0.0
PH02Gene00357	15.90355037623974	18.318935308038235	17.20320530977336	18.90585310678069
PH02Gene00358	0.0	0.0	2.7917409082501714	3.4101237356750738
PH02Gene00359	35.91959720027524	30.144127066481143	21.018746369772973	18.190596751118303
PH02Gene00360	0.0	0.0	0.0	0.0
PH02Gene00361	63.0576136546502	82.1931661006899	100.39070224453523	180.19410789802612
PH02Gene00362	0.0	0.0	0.0	0.0
PH02Gene00363	22.86728557137506	21.16572288776793	25.851549399653205	27.06407725286324
PH02Gene00364	70.5666073623149	77.28430631735391	106.61834365841156	67.94411597505837
PH02Gene00365	19.06370712035196	16.03177136551143	25.486571491665917	19.514534168025182
PH02Gene00366	0.0	0.0	0.0	0.0
PH02Gene00367	0.0	0.0	0.0	0.0
PH02Gene00368	0.0	0.0	0.0	0.0
PH02Gene00369	0.0	0.0	0.0	0.0
PH02Gene00370	17.73056538970062	10.743094909407565	9.42092910495508	7.9305306149004595
PH02Gene00371	0.0	0.0	0.0	0.0
PH02Gene00372	2.322926403292239	2.0067942770889258	1.380247573130012	0.0
PH02Gene00373	6.162141654660419	6.38529104462764	7.562469471906184	7.531226298349918
PH02Gene00374	1.1389339247406651	1.3126836063778384	2.253534984387813	1.952931072159206
PH02Gene00375	4.00018228727735	5.246968927879941	6.9119174760077895	15.378807750232731
PH02Gene00376	21.5558579252454	25.98268619311655	26.75991250172372	32.45482626569385
PH02Gene00377	868.36250284097	830.2350828149068	1022.7435442724187	975.5785717552468
PH02Gene00378	1.3506245824977687	3.1401054342890595	14.972025034314393	1.942463054837632
PH02Gene00379	5.147257888194978	4.793936228908764	3.597121831935929	3.230298066492224
PH02Gene00380	0.0	0.0	0.0	0.0
PH02Gene00381	0.0	0.0	0.0	0.0
PH02Gene00382	11.5929783421511	14.9604130848929	15.264005208765845	22.433456579150747
PH02Gene00383	0.0	0.0	0.0	0.0
PH02Gene00384	18.60201680591438	20.24030546953493	22.114127623940774	18.23645925238173
PH02Gene00385	26.17189162658964	26.408433699450725	20.016232516351234	14.764285719229582
PH02Gene00386	13.586640145364456	14.021391947020623	0.0	0.0
PH02Gene00387	0.0	0.0	0.0	0.0
