geneid	mean_length	median_length	polya_reads_num	count
PH02Gene36931	151.12	151.12	2	4
PH02Gene19943	83.99	66.28	86	113
PH02Gene02282	65.31	65.31	2	3
PH02Gene08464	61.84	53.5	150	184
PH02Gene07428	76.52	65.17	77	101
PH02Gene35323	82.51	50.0	9	16
PH02Gene16211	150.11	145.38	5	6
PH02Gene35726	104.21	104.21	1	2
PH02Gene00500	115.7	100.04	3	5
PH02Gene15968	117.4	109.88	6	10
PH02Gene03713	82.5	74.38	338	442
PH02Gene08874	110.75	96.82	7	8
PH02Gene35676	192.76	183.76	5	5
PH02Gene15673	75.72	74.04	10	17
PH02Gene24931	44.46	42.79	9	12
PH02Gene29674	54.8	54.8	2	3
PH02Gene10035	117.77	95.76	16	21
PH02Gene04393	140.93	113.54	4	4
PH02Gene07596	61.11	55.0	7	9
PH02Gene42093	100.61	98.96	40	52
PH02Gene30736	168.46	168.46	1	1
PH02Gene06843	125.37	136.77	4	8
PH02Gene20910	95.45	101.65	7	12
PH02Gene30755	36.51	19.4	6	8
PH02Gene26464	175.92	182.32	9	16
PH02Gene06742	98.6	84.18	4	4
PH02Gene19119	62.82	59.74	16	23
PH02Gene28903	40.44	40.44	1	1
PH02Gene40552	67.36	64.96	340	463
PH02Gene07675	79.3	62.13	34	42
PH02Gene12901	162.04	162.04	2	4
PH02Gene19161	75.22	74.99	8	9
PH02Gene00681	64.24	64.24	2	5
PH02Gene49127	142.82	123.75	3	3
PH02Gene06691	100.18	89.5	20	26
PH02Gene03031	102.83	100.39	3	4
PH02Gene34669	122.96	122.96	1	1
PH02Gene09704	65.27	59.27	8	10
PH02Gene13799	88.59	75.77	19	25
PH02Gene30779	148.03	122.04	5	7
PH02Gene47894	165.88	165.88	1	1
PH02Gene19301	64.14	61.97	66	83
PH02Gene36015	133.82	136.17	9	12
PH02Gene01068	83.28	74.92	45	55
PH02Gene20054	78.9	69.74	328	455
PH02Gene50518	138.22	112.54	7	10
PH02Gene34167	92.67	100.63	3	3
PH02Gene14667	107.11	97.84	4	6
PH02Gene00584	135.39	143.86	29	36
PH02Gene07395	215.04	215.04	1	3
PH02Gene02960	106.16	106.16	2	3
PH02Gene21667	74.89	52.58	3	4
PH02Gene01077	110.38	63.88	14	23
PH02Gene13882	115.5	108.2	4	5
PH02Gene25597	98.02	94.0	18	23
PH02Gene00926	105.53	91.88	39	46
PH02Gene13298	70.5	70.5	1	1
PH02Gene16051	17.56	17.56	1	1
PH02Gene13075	73.41	71.0	11	14
PH02Gene12653	58.03	51.8	40	58
PH02Gene13222	55.39	43.16	4	6
PH02Gene26193	87.86	89.68	4	7
PH02Gene38717	62.96	61.74	17	31
PH02Gene29851	79.76	65.18	15	23
PH02Gene08649	121.16	119.12	24	28
PH02Gene39453	96.11	94.75	73	105
PH02Gene14400	86.17	71.59	75	98
PH02Gene02545	100.98	96.43	12	18
PH02Gene03280	36.33	36.33	1	3
PH02Gene25974	85.91	75.27	84	113
PH02Gene08561	84.51	85.84	107	160
PH02Gene04590	116.3	106.88	3	4
PH02Gene35221	61.63	58.33	13	18
PH02Gene02639	98.34	71.71	11	12
PH02Gene06318	73.69	70.77	155	194
PH02Gene40752	95.75	101.54	4	4
PH02Gene37813	53.87	53.87	1	5
PH02Gene21677	139.38	142.2	24	32
PH02Gene35479	51.46	54.78	9	10
PH02Gene39709	133.4	133.29	4	5
PH02Gene00112	87.99	112.13	13	17
PH02Gene16893	79.15	79.15	1	1
PH02Gene07029	244.86	244.86	1	1
PH02Gene08472	59.08	59.08	1	1
PH02Gene24067	71.86	64.81	18	22
PH02Gene15044	108.45	102.06	8	13
PH02Gene14727	96.87	78.35	8	11
PH02Gene27722	176.8	176.8	1	1
PH02Gene15816	147.24	130.02	4	4
PH02Gene30668	146.28	148.2	4	4
PH02Gene34696	62.06	60.03	3	7
PH02Gene42886	65.75	65.76	2	5
PH02Gene32386	81.08	102.52	3	5
PH02Gene46017	52.84	48.34	18	25
PH02Gene15079	23.56	23.56	1	2
PH02Gene26584	81.14	68.81	9	12
PH02Gene15189	90.35	57.0	7	8
PH02Gene36553	94.27	79.68	11	16
PH02Gene49136	93.99	91.52	15	23
PH02Gene47805	122.81	138.86	8	11
PH02Gene31627	88.57	91.29	9	11
PH02Gene14291	69.94	67.13	6	9
PH02Gene51464	207.87	207.87	2	2
PH02Gene20053	46.72	46.72	2	3
PH02Gene22969	80.73	84.52	19	25
PH02Gene49865	215.32	215.32	1	1
PH02Gene09781	94.43	104.82	6	6
PH02Gene27902	108.99	96.12	15	20
PH02Gene46437	97.34	94.54	5	7
PH02Gene33852	124.65	105.8	14	24
PH02Gene25637	97.56	59.11	5	10
PH02Gene30963	70.95	66.27	5	6
PH02Gene34668	78.38	72.46	8	10
PH02Gene07682	200.22	213.92	8	11
PH02Gene08588	98.61	98.6	2	2
PH02Gene33831	26.96	26.96	1	1
PH02Gene12952	103.63	66.19	15	19
PH02Gene24673	164.24	165.61	59	85
PH02Gene03968	109.99	106.62	7	9
PH02Gene15297	48.28	40.24	6	8
PH02Gene16320	88.04	96.19	5	7
PH02Gene19398	57.6	52.88	18	23
PH02Gene34021	148.68	148.68	1	1
PH02Gene13169	176.41	165.26	4	5
PH02Gene05452	64.32	52.33	85	117
PH02Gene15442	65.35	60.07	37	51
PH02Gene04044	85.05	80.14	10	15
PH02Gene07836	84.74	76.13	14	18
PH02Gene05112	66.25	62.65	65	91
PH02Gene04733	208.27	214.17	3	3
PH02Gene12955	93.55	92.73	17	23
PH02Gene30418	98.76	98.76	1	1
PH02Gene07019	332.71	332.71	1	1
PH02Gene10151	127.45	116.67	26	34
PH02Gene44589	115.02	115.02	2	4
PH02Gene10395	71.28	71.28	2	2
PH02Gene15513	72.15	72.15	1	1
PH02Gene02850	78.4	73.04	75	98
PH02Gene01244	22.6	22.6	1	1
PH02Gene41463	15.84	15.84	1	2
PH02Gene34642	83.54	83.54	1	1
PH02Gene08435	129.34	134.04	93	117
PH02Gene11330	105.89	105.89	2	2
PH02Gene13911	44.47	33.26	4	6
PH02Gene33608	66.76	67.34	15	16
PH02Gene20675	93.74	70.08	9	12
PH02Gene18274	86.02	73.41	73	87
PH02Gene40908	59.07	64.12	3	4
PH02Gene48479	63.55	63.55	1	2
PH02Gene23036	83.85	77.66	3	7
PH02Gene24144	99.38	98.32	4	4
PH02Gene21942	94.7	68.24	14	19
PH02Gene42895	91.16	67.38	8	11
PH02Gene30284	113.34	113.34	1	1
PH02Gene35521	147.4	147.4	1	1
PH02Gene11955	199.93	206.27	8	16
PH02Gene50135	170.03	155.92	19	27
PH02Gene18032	74.81	64.78	46	61
PH02Gene34904	79.46	78.74	10	10
PH02Gene16573	64.04	53.95	320	429
PH02Gene12630	42.78	36.1	6	10
PH02Gene33986	185.0	185.0	1	2
PH02Gene33458	66.58	59.33	68	86
PH02Gene09200	4.72	4.72	1	3
PH02Gene15312	120.12	119.67	13	13
PH02Gene24164	100.49	83.31	36	41
PH02Gene06346	20.52	20.52	1	1
PH02Gene34512	100.13	86.64	14	16
PH02Gene31213	83.24	83.24	1	4
PH02Gene16026	77.0	87.81	3	5
PH02Gene39751	110.45	100.43	6	6
PH02Gene49719	56.16	52.93	99	142
PH02Gene14508	84.28	84.28	2	2
PH02Gene01180	50.8	40.77	20	25
PH02Gene08842	67.53	60.93	20	30
PH02Gene13908	81.21	72.13	180	233
PH02Gene06378	81.12	71.18	170	218
PH02Gene35787	90.07	65.5	15	21
PH02Gene25758	95.03	95.02	2	2
PH02Gene24751	97.0	96.79	18	21
PH02Gene12333	77.03	55.76	16	18
PH02Gene01469	95.23	91.71	3	3
PH02Gene14054	62.13	58.69	36	56
PH02Gene13923	58.46	53.15	142	186
PH02Gene26342	64.8	60.11	95	128
PH02Gene08321	71.25	69.14	12	12
PH02Gene00532	173.49	202.29	5	7
PH02Gene14050	89.64	80.97	14	16
PH02Gene28241	68.86	51.73	5	5
PH02Gene14459	60.17	53.52	7	15
PH02Gene14433	110.48	110.48	1	3
PH02Gene34595	69.53	60.38	16	25
PH02Gene09040	132.07	132.07	1	1
PH02Gene06424	81.79	70.4	24	30
PH02Gene36229	27.2	27.2	2	3
PH02Gene19172	144.7	175.89	3	3
PH02Gene30961	54.15	54.56	3	3
PH02Gene30662	157.8	211.43	3	3
PH02Gene02442	82.49	85.4	22	29
PH02Gene07898	179.74	169.68	3	4
PH02Gene44730	61.0	43.89	4	5
PH02Gene12384	60.51	51.4	38	48
PH02Gene00321	139.72	103.55	4	4
PH02Gene22687	71.36	75.11	5	5
PH02Gene13211	55.19	55.19	1	1
PH02Gene15055	78.02	59.21	7	8
PH02Gene06184	119.98	119.44	3	3
PH02Gene19473	61.34	51.5	53	73
PH02Gene15124	129.65	85.46	19	23
PH02Gene18798	74.73	53.26	13	14
PH02Gene09247	104.64	100.34	14	17
PH02Gene12023	87.01	75.36	39	52
PH02Gene41221	85.81	68.27	3	3
PH02Gene18374	62.58	51.54	57	67
PH02Gene08631	91.01	80.41	47	64
PH02Gene13155	152.52	152.52	1	3
PH02Gene08869	104.53	89.44	5	6
PH02Gene37879	58.83	62.06	36	39
PH02Gene17035	198.12	198.12	1	1
PH02Gene34028	40.91	33.13	16	24
PH02Gene00998	61.94	73.8	16	19
PH02Gene05323	176.03	159.57	3	3
PH02Gene02011	86.87	86.86	2	2
PH02Gene42230	34.18	34.18	1	1
PH02Gene43463	71.93	65.18	18	21
PH02Gene44900	93.04	85.35	135	170
PH02Gene10906	131.99	131.99	2	2
PH02Gene00658	135.68	115.86	12	18
PH02Gene47568	98.28	100.95	12	19
PH02Gene18441	124.28	97.1	8	10
PH02Gene38598	85.81	84.56	12	19
PH02Gene02893	204.06	191.96	7	10
PH02Gene16994	125.57	105.3	8	17
PH02Gene39913	101.53	100.91	7	9
PH02Gene40101	81.26	62.97	3	6
PH02Gene07031	138.24	118.71	43	63
PH02Gene25968	69.8	69.8	1	1
PH02Gene36454	112.99	111.19	13	16
PH02Gene18778	158.65	158.65	1	1
PH02Gene44231	52.94	46.32	4645	5890
PH02Gene49197	131.43	131.43	2	2
PH02Gene24243	23.06	23.06	1	2
PH02Gene45285	100.69	100.69	1	2
PH02Gene25755	115.78	115.78	2	2
PH02Gene17932	35.17	35.17	1	2
PH02Gene01768	121.34	106.3	22	34
PH02Gene29370	79.4	69.44	268	367
PH02Gene18012	193.74	193.74	1	1
PH02Gene10393	46.88	42.57	15	17
PH02Gene47427	302.05	302.04	2	3
PH02Gene44413	53.96	53.96	1	1
PH02Gene22169	65.57	73.33	3	4
PH02Gene26798	185.84	185.84	2	2
PH02Gene10811	118.79	121.58	3	4
PH02Gene19723	163.25	163.25	1	1
PH02Gene33210	60.87	53.17	313	424
PH02Gene11874	76.62	67.66	28	34
PH02Gene46585	131.46	131.46	1	2
PH02Gene47789	153.69	153.68	2	3
PH02Gene05741	75.26	81.12	5	7
PH02Gene41483	74.46	67.78	5	8
PH02Gene37975	76.14	72.01	20	21
PH02Gene18463	66.03	51.8	8	11
PH02Gene06364	48.38	48.38	2	3
PH02Gene39276	58.32	50.11	24	34
PH02Gene48725	87.21	88.18	11	15
PH02Gene11673	56.11	48.32	3	5
PH02Gene03657	116.98	129.28	3	4
PH02Gene10662	67.92	67.87	30	37
PH02Gene35826	99.91	96.48	14	16
PH02Gene13153	139.95	139.95	2	2
PH02Gene19728	86.46	79.8	9	13
PH02Gene39993	173.41	188.44	10	16
PH02Gene29989	219.58	219.58	2	2
PH02Gene17486	114.01	99.41	28	35
PH02Gene17388	104.8	94.29	11	19
PH02Gene30298	121.33	117.79	235	299
PH02Gene40359	62.32	58.6	6	12
PH02Gene36811	68.48	59.4	165	218
PH02Gene51178	187.52	187.52	1	2
PH02Gene43093	243.74	253.6	9	10
PH02Gene27993	227.91	247.08	5	8
PH02Gene30825	99.72	99.72	2	3
PH02Gene34515	71.26	71.26	2	3
PH02Gene08161	112.41	122.5	35	45
PH02Gene10267	62.76	52.72	244	338
PH02Gene26635	133.53	171.54	6	8
PH02Gene44240	108.42	91.14	48	66
PH02Gene15971	63.09	54.11	117	156
PH02Gene15229	70.03	50.1	4	5
PH02Gene01874	91.93	91.93	1	1
PH02Gene07170	54.08	54.08	2	3
PH02Gene27414	72.33	85.3	5	6
PH02Gene30082	70.57	62.64	207	272
PH02Gene39127	81.64	73.12	785	1092
PH02Gene48401	94.74	89.76	20	27
PH02Gene14338	117.66	114.56	23	30
PH02Gene37537	51.23	39.56	12	17
PH02Gene05719	108.3	108.3	1	3
PH02Gene30223	82.36	69.83	23	30
PH02Gene29920	95.08	98.29	18	23
PH02Gene00992	112.04	108.5	4	11
PH02Gene12934	69.44	68.18	14	20
PH02Gene12596	76.89	76.89	1	2
PH02Gene45772	50.8	55.21	3	4
PH02Gene36790	86.46	84.16	10	11
PH02Gene09408	38.36	38.36	1	2
PH02Gene42088	42.59	42.9	4	4
PH02Gene11110	268.19	268.2	2	2
PH02Gene08600	164.46	161.22	4	7
PH02Gene25208	69.57	42.41	3	3
PH02Gene44537	89.19	89.18	2	2
PH02Gene44090	35.42	22.5	13	19
PH02Gene18842	68.93	57.0	161	232
PH02Gene11795	67.01	36.93	13	25
PH02Gene19104	107.45	57.56	5	5
PH02Gene37062	104.45	104.46	2	3
PH02Gene21071	58.89	58.89	2	2
PH02Gene15775	118.48	118.48	1	1
PH02Gene32515	51.26	51.26	1	2
PH02Gene18486	98.37	119.29	9	11
PH02Gene13088	136.52	134.09	4	7
PH02Gene21381	71.54	71.54	1	1
PH02Gene04701	69.39	83.3	9	12
PH02Gene16593	156.93	167.64	18	23
PH02Gene32711	54.7	49.18	4	5
PH02Gene28335	95.6	91.22	16	31
PH02Gene07706	77.14	74.82	4	5
PH02Gene41320	137.27	160.26	5	10
PH02Gene23056	117.04	123.4	9	13
PH02Gene43319	100.08	89.22	10	14
PH02Gene14205	262.37	262.37	1	1
PH02Gene39910	56.15	59.04	8	9
PH02Gene33554	189.0	189.0	1	3
PH02Gene21635	165.92	165.92	1	1
PH02Gene07202	62.39	59.41	11	14
PH02Gene20597	129.65	129.65	1	1
PH02Gene04104	63.56	67.92	25	29
PH02Gene18736	22.87	22.87	1	2
PH02Gene05023	67.41	54.74	25	31
PH02Gene38323	128.69	128.69	1	1
PH02Gene13487	176.1	170.16	3	8
PH02Gene49093	20.45	20.45	1	4
PH02Gene32383	91.44	91.44	1	2
PH02Gene37391	173.08	166.86	17	22
PH02Gene35996	137.76	160.98	6	8
PH02Gene44202	60.08	52.61	64	86
PH02Gene06389	223.48	223.48	1	1
PH02Gene02493	70.36	64.69	101	136
PH02Gene34847	111.39	97.69	21	33
PH02Gene23420	72.32	67.1	6	8
PH02Gene19462	106.08	88.18	19	21
PH02Gene11693	42.1	26.73	9	17
PH02Gene42183	186.27	186.27	2	4
PH02Gene33761	22.7	22.7	1	1
PH02Gene01431	148.52	148.52	1	3
PH02Gene07583	207.04	207.04	1	1
PH02Gene03500	96.81	92.72	8	8
PH02Gene31222	100.32	101.67	5	7
PH02Gene32013	56.6	53.1	6	8
PH02Gene37535	52.78	52.78	2	4
PH02Gene40140	67.83	60.26	66	82
PH02Gene09817	69.41	61.36	1092	1416
PH02Gene07587	56.04	56.04	1	1
PH02Gene35704	90.42	75.19	20	35
PH02Gene32138	68.72	57.24	64	83
PH02Gene41948	59.1	61.88	8	15
PH02Gene36484	94.91	84.78	66	90
PH02Gene09785	178.56	160.12	5	8
PH02Gene36466	88.02	80.19	10	12
PH02Gene27451	74.72	68.98	14	19
PH02Gene18466	112.13	112.13	2	2
PH02Gene47670	83.61	69.82	10	11
PH02Gene22599	172.25	163.32	3	3
PH02Gene30168	65.01	77.37	5	7
PH02Gene25932	147.43	147.43	1	3
PH02Gene46751	68.06	58.83	13	15
PH02Gene15409	96.3	97.35	3	3
PH02Gene09267	109.44	98.58	13	19
PH02Gene14643	92.5	92.5	2	2
PH02Gene34998	129.37	129.37	2	2
PH02Gene50537	62.17	53.36	55	87
PH02Gene01450	47.12	41.21	14	18
PH02Gene15276	124.03	124.03	1	1
PH02Gene49695	65.69	65.68	2	4
PH02Gene21953	104.61	103.74	8	12
PH02Gene03601	118.86	99.37	23	31
PH02Gene45444	62.43	74.96	5	7
PH02Gene02726	23.72	23.72	2	2
PH02Gene31784	81.96	81.96	1	1
PH02Gene44781	73.58	65.18	58	69
PH02Gene36273	68.46	68.46	1	1
PH02Gene09830	86.29	86.29	1	1
PH02Gene50351	260.11	260.1	2	2
PH02Gene38744	104.34	104.97	13	15
PH02Gene10248	76.14	66.38	48	64
PH02Gene19047	87.82	54.75	14	22
PH02Gene19255	83.78	86.62	30	38
PH02Gene20108	102.35	90.04	3	3
PH02Gene26709	205.06	201.77	8	11
PH02Gene22893	143.23	143.23	1	1
PH02Gene16269	63.5	56.57	25	35
PH02Gene02577	53.09	53.09	2	4
PH02Gene09467	135.08	135.08	1	2
PH02Gene12054	71.82	70.54	85	107
PH02Gene13086	92.66	75.52	5	7
PH02Gene28973	144.92	135.5	16	18
PH02Gene25843	96.0	96.0	1	2
PH02Gene20135	42.31	38.96	11	13
PH02Gene42214	78.83	53.37	51	64
PH02Gene16791	116.68	117.88	4	8
PH02Gene41990	66.25	60.18	214	304
PH02Gene48647	48.38	48.38	2	2
PH02Gene10562	83.79	99.64	3	3
PH02Gene25488	73.3	60.96	27	36
PH02Gene20838	94.88	97.06	18	28
PH02Gene21316	90.45	82.24	4	6
PH02Gene00246	52.55	42.42	22	28
PH02Gene08399	100.18	95.17	21	31
PH02Gene26740	90.4	88.16	9	13
PH02Gene40602	140.54	170.69	8	11
PH02Gene08121	155.06	155.06	2	3
PH02Gene38003	197.92	197.92	1	2
PH02Gene25132	69.08	54.52	17	24
PH02Gene15785	73.21	69.82	14	18
PH02Gene04184	143.31	143.31	1	1
PH02Gene49316	81.2	69.19	50	65
PH02Gene40738	68.76	62.46	122	158
PH02Gene04698	73.28	73.86	5	6
PH02Gene02361	52.78	48.28	5	5
PH02Gene04395	60.59	53.43	6	7
PH02Gene17896	163.21	194.04	6	7
PH02Gene09004	120.6	111.42	16	20
PH02Gene06463	197.03	197.03	1	3
PH02Gene15080	89.06	89.06	1	1
PH02Gene24787	50.97	56.46	21	23
PH02Gene26360	49.86	49.86	2	3
PH02Gene42166	81.61	76.06	13	20
PH02Gene45933	144.43	165.1	8	9
PH02Gene19254	83.32	59.27	7	9
PH02Gene21113	107.1	98.17	13	16
PH02Gene22585	95.79	100.25	4	4
PH02Gene02071	98.75	92.92	11	21
PH02Gene45097	72.2	74.26	9	13
PH02Gene45538	73.61	72.7	89	118
PH02Gene14140	21.62	21.62	1	1
PH02Gene29468	101.38	51.81	3	3
PH02Gene30770	184.31	184.31	1	2
PH02Gene22825	162.23	176.36	15	16
PH02Gene16833	66.29	61.57	9	14
PH02Gene20580	176.54	153.43	12	17
PH02Gene10907	94.7	92.8	18	20
PH02Gene33494	100.43	91.91	22	28
PH02Gene38087	99.64	96.92	7	10
PH02Gene22071	58.62	51.5	28	40
PH02Gene17603	119.46	119.46	1	1
PH02Gene15964	94.36	86.61	6	8
PH02Gene27904	94.91	74.4	19	21
PH02Gene21275	65.55	77.07	5	6
PH02Gene14795	81.58	69.0	15	24
PH02Gene07732	85.44	85.92	7	8
PH02Gene43143	73.43	71.5	8	10
PH02Gene47186	61.81	61.81	1	1
PH02Gene15238	57.69	63.38	4	4
PH02Gene03395	58.11	50.8	40	55
PH02Gene44133	53.07	51.62	33	51
PH02Gene42460	96.37	97.4	16	18
PH02Gene25225	68.53	61.86	10	15
PH02Gene42632	41.69	41.69	1	2
PH02Gene36026	88.97	82.34	18	19
PH02Gene39261	26.29	26.29	1	3
PH02Gene09223	60.73	60.73	1	3
PH02Gene38900	78.7	78.7	2	3
PH02Gene01720	152.85	161.94	4	6
PH02Gene36716	158.61	167.1	15	17
PH02Gene11465	113.76	129.24	8	9
PH02Gene35136	95.68	95.68	2	3
PH02Gene31723	236.35	236.35	1	1
PH02Gene00228	82.85	70.94	13	15
PH02Gene26850	112.95	95.9	228	316
PH02Gene50962	72.42	72.42	2	2
PH02Gene26408	12.6	12.6	1	1
PH02Gene41561	169.78	169.78	2	2
PH02Gene40349	99.45	74.04	5	10
PH02Gene40885	72.84	60.08	59	72
PH02Gene06108	126.63	99.62	23	32
PH02Gene36219	102.98	104.74	9	13
PH02Gene21314	89.76	74.83	38	44
PH02Gene43798	62.43	61.44	18	23
PH02Gene25312	119.77	110.1	6	8
PH02Gene17248	72.43	67.77	16	21
PH02Gene41176	65.36	57.28	12	17
PH02Gene01038	110.69	98.22	28	41
PH02Gene37018	83.59	75.85	9	11
PH02Gene23662	79.61	81.22	80	116
PH02Gene22235	37.69	37.69	1	1
PH02Gene05987	68.74	47.78	42	53
PH02Gene17940	199.8	199.8	2	4
PH02Gene23116	120.41	120.4	2	5
PH02Gene43790	142.01	131.42	9	11
PH02Gene18108	114.75	123.0	6	7
PH02Gene38801	73.85	65.48	39	53
PH02Gene16519	60.29	63.88	5	6
PH02Gene05028	51.3	48.28	134	175
PH02Gene15005	72.27	66.46	28	35
PH02Gene20109	96.26	99.96	5	9
PH02Gene00328	95.29	95.29	1	1
PH02Gene28183	61.86	64.5	15	18
PH02Gene45253	89.12	89.12	1	1
PH02Gene27064	109.45	103.42	3	4
PH02Gene16601	69.02	56.03	10	12
PH02Gene27025	58.53	64.89	8	11
PH02Gene26456	163.86	152.39	12	13
PH02Gene48948	56.15	36.96	25	32
PH02Gene21562	105.66	95.52	120	160
PH02Gene33582	118.05	101.9	8	8
PH02Gene12880	107.82	120.45	5	6
PH02Gene02692	101.87	85.93	3	4
PH02Gene21765	104.5	112.54	9	12
PH02Gene04425	105.94	88.13	32	43
PH02Gene35761	67.62	63.53	26	34
PH02Gene20766	94.95	88.9	156	230
PH02Gene46019	57.62	54.23	25	30
PH02Gene14407	52.79	43.57	13	16
PH02Gene33114	93.12	93.12	2	4
PH02Gene12777	121.0	121.0	2	2
PH02Gene22135	98.55	122.48	6	7
PH02Gene32531	73.99	57.24	16	24
PH02Gene04752	137.85	101.66	6	7
PH02Gene31284	96.54	91.57	3	4
PH02Gene28325	95.0	95.0	2	3
PH02Gene47383	81.66	81.66	2	3
PH02Gene30957	34.66	48.03	3	3
PH02Gene16768	134.56	134.56	2	2
PH02Gene23025	184.04	184.04	1	3
PH02Gene34194	124.02	137.31	9	12
PH02Gene39784	128.58	128.58	1	2
PH02Gene49611	75.75	60.93	50	67
PH02Gene26271	108.47	95.81	8	10
PH02Gene18116	223.2	222.46	8	12
PH02Gene40694	98.95	96.29	25	37
PH02Gene21760	105.26	90.63	24	31
PH02Gene06054	74.45	74.45	2	2
PH02Gene11018	125.9	145.33	12	17
PH02Gene46807	134.86	134.86	1	1
PH02Gene25210	74.86	56.45	29	40
PH02Gene28904	80.75	84.96	19	26
PH02Gene48722	50.81	42.18	20	25
PH02Gene18282	149.65	170.54	3	3
PH02Gene31995	107.82	88.72	68	84
PH02Gene32827	101.38	117.19	13	18
PH02Gene38636	229.26	260.62	3	4
PH02Gene46248	94.46	89.08	12	14
PH02Gene06636	166.02	145.96	9	12
PH02Gene50050	64.8	64.8	1	2
PH02Gene05107	120.09	114.61	6	10
PH02Gene01650	55.51	48.0	452	569
PH02Gene30003	61.54	54.85	14	22
PH02Gene09046	52.1	39.48	6	7
PH02Gene32051	74.73	76.76	10	18
PH02Gene41675	148.16	148.16	1	1
PH02Gene26581	122.91	108.92	9	11
PH02Gene04513	74.59	88.78	4	9
PH02Gene12525	105.44	103.76	71	96
PH02Gene10104	196.38	234.68	6	6
PH02Gene40754	88.26	120.7	3	4
PH02Gene32074	74.0	68.66	18	24
PH02Gene02591	74.26	74.26	1	1
PH02Gene10210	72.35	78.32	3	3
PH02Gene43603	137.86	137.86	1	1
PH02Gene11627	73.81	73.5	40	54
PH02Gene18291	126.72	109.96	14	19
PH02Gene18523	166.71	131.07	11	14
PH02Gene39724	65.04	59.12	133	183
PH02Gene47857	34.96	34.96	1	1
PH02Gene38103	87.56	78.19	5	6
PH02Gene04821	84.31	82.18	14	23
PH02Gene41063	114.27	114.27	1	1
PH02Gene30030	69.14	67.94	4	4
PH02Gene21076	60.07	69.96	3	3
PH02Gene13240	44.56	36.96	3	4
PH02Gene24513	63.74	64.32	5	5
PH02Gene21389	99.11	89.32	10	16
PH02Gene18889	62.22	64.5	97	127
PH02Gene11490	47.49	44.8	115	144
PH02Gene45531	42.53	24.16	9	9
PH02Gene01615	211.3	211.3	2	4
PH02Gene33952	91.14	93.0	13	18
PH02Gene41182	101.76	89.78	51	78
PH02Gene43424	91.94	99.35	9	10
PH02Gene15579	58.14	51.89	479	635
PH02Gene16887	115.96	115.96	1	1
PH02Gene46367	89.1	74.28	11	13
PH02Gene39808	118.52	118.52	1	2
PH02Gene41658	115.53	99.23	17	21
PH02Gene23239	59.73	61.67	6	6
PH02Gene18558	216.27	199.48	8	13
PH02Gene01806	69.82	64.72	85	118
PH02Gene46643	265.86	265.86	1	2
PH02Gene36051	77.41	90.96	3	3
PH02Gene02574	95.13	89.37	111	154
PH02Gene16700	137.93	109.97	11	17
PH02Gene11939	110.49	82.71	6	8
PH02Gene08379	39.22	43.44	5	7
PH02Gene17898	105.81	110.78	22	26
PH02Gene12690	144.48	167.44	4	5
PH02Gene31849	119.81	119.81	1	1
PH02Gene23375	81.07	106.88	3	4
PH02Gene26538	67.35	85.28	3	3
PH02Gene13709	79.21	73.23	43	53
PH02Gene21749	70.55	61.11	41	48
PH02Gene05962	151.93	151.93	1	1
PH02Gene50128	88.06	92.64	61	84
PH02Gene41671	82.79	85.52	7	7
PH02Gene39251	57.42	40.07	4	10
PH02Gene04233	100.08	95.52	129	169
PH02Gene05490	97.34	81.46	33	36
PH02Gene18066	49.23	49.23	1	2
PH02Gene34056	120.54	120.54	2	5
PH02Gene29092	56.27	56.27	1	1
PH02Gene37465	57.53	57.53	1	1
PH02Gene31096	81.83	81.84	258	357
PH02Gene18057	112.57	128.25	4	4
PH02Gene30366	162.43	165.96	8	10
PH02Gene06712	80.75	62.74	5	6
PH02Gene01173	197.99	197.98	2	2
PH02Gene07070	56.24	64.66	4	7
PH02Gene19333	103.35	55.75	15	18
PH02Gene11388	79.94	54.77	14	20
PH02Gene24438	91.74	99.92	15	21
PH02Gene09528	85.44	78.71	3	3
PH02Gene49109	43.63	42.3	178	235
PH02Gene10774	65.44	65.44	1	2
PH02Gene03929	94.78	79.89	11	13
PH02Gene07242	112.03	91.77	25	32
PH02Gene51276	53.95	53.95	2	3
PH02Gene13667	69.91	67.46	25	34
PH02Gene35713	149.87	157.1	11	16
PH02Gene39457	75.33	66.99	28	40
PH02Gene48746	145.59	133.28	12	21
PH02Gene10433	60.93	49.83	80	114
PH02Gene29320	53.51	56.26	11	13
PH02Gene32171	122.53	122.54	2	3
PH02Gene45693	42.7	42.7	1	1
PH02Gene25600	60.22	49.65	16	23
PH02Gene49518	101.93	99.63	25	34
PH02Gene29423	125.14	109.61	36	47
PH02Gene20174	100.88	100.88	1	2
PH02Gene47313	147.43	158.94	4	5
PH02Gene21868	95.53	79.07	17	24
PH02Gene09472	118.55	138.88	5	7
PH02Gene30575	109.58	114.45	26	33
PH02Gene44911	71.02	70.32	13	18
PH02Gene24073	123.34	137.96	3	6
PH02Gene49596	85.97	77.88	5	7
PH02Gene49388	196.39	196.39	1	3
PH02Gene05142	108.28	108.28	1	2
PH02Gene01020	82.82	73.26	3	4
PH02Gene17820	86.28	86.28	2	2
PH02Gene22873	75.47	75.47	2	4
PH02Gene31474	75.56	80.4	3	5
PH02Gene12107	62.86	61.67	3	3
PH02Gene19602	70.01	59.68	184	238
PH02Gene26004	53.62	53.04	6	7
PH02Gene22657	72.41	71.36	33	46
