geneid	mean_length	median_length	polya_reads_num	count
PH02Gene42918	70.86	59.28	6	7
PH02Gene18088	88.11	77.69	29	35
PH02Gene19592	95.3	89.96	11	12
PH02Gene41969	92.67	92.68	2	2
PH02Gene01123	192.46	192.46	1	2
PH02Gene27576	76.69	67.78	264	350
PH02Gene22428	49.81	49.81	1	2
PH02Gene13382	131.89	119.88	8	11
PH02Gene42936	46.95	40.36	6	10
PH02Gene19183	168.19	165.04	15	20
PH02Gene33290	92.83	81.65	66	86
PH02Gene31702	104.53	95.75	13	13
PH02Gene14797	80.42	68.89	5	6
PH02Gene37802	20.66	20.66	1	2
PH02Gene29200	53.36	51.74	3	4
PH02Gene05776	87.66	87.66	2	2
PH02Gene15111	91.99	97.12	5	5
PH02Gene17726	52.98	42.45	19	23
PH02Gene09692	54.64	47.83	6	7
PH02Gene35745	66.0	60.6	16	20
PH02Gene04483	77.94	61.24	19	25
PH02Gene25553	124.69	161.5	3	5
PH02Gene26260	139.66	168.96	7	9
PH02Gene03183	55.08	54.11	18	24
PH02Gene16597	109.7	104.28	17	23
PH02Gene24873	82.88	82.88	1	3
PH02Gene47381	47.91	47.92	2	4
PH02Gene22412	46.1	42.7	15	20
PH02Gene12549	92.22	59.06	8	11
PH02Gene35943	101.59	108.58	4	6
PH02Gene10812	73.85	71.12	218	275
PH02Gene47064	33.61	17.67	4	6
PH02Gene37563	126.06	126.06	2	2
PH02Gene13988	75.53	71.02	6	7
PH02Gene00944	102.59	92.58	5	8
PH02Gene36908	95.87	84.3	166	230
PH02Gene24280	63.27	63.27	1	1
PH02Gene06880	208.0	208.0	1	1
PH02Gene02371	64.07	61.6	172	226
PH02Gene41706	33.58	33.58	1	3
PH02Gene18460	76.03	46.85	12	14
PH02Gene49866	96.92	84.5	25	32
PH02Gene00586	32.85	30.92	3	3
PH02Gene33283	52.88	39.93	41	53
PH02Gene15685	51.88	43.46	26	32
PH02Gene48821	57.19	48.82	11	14
PH02Gene24542	104.72	86.69	7	12
PH02Gene04409	152.83	152.83	1	1
PH02Gene12516	76.69	75.73	12	17
PH02Gene08061	53.7	37.74	9	12
PH02Gene40777	62.52	54.17	3	3
PH02Gene27406	95.6	92.06	10	10
PH02Gene42866	98.07	98.07	2	4
PH02Gene28157	161.39	161.39	1	1
PH02Gene14846	112.32	108.26	4	5
PH02Gene12306	65.92	57.81	244	334
PH02Gene12547	60.54	51.68	14	15
PH02Gene30966	288.44	288.44	2	2
PH02Gene09593	142.44	142.44	2	5
PH02Gene44411	117.01	119.62	52	67
PH02Gene31255	58.61	58.61	1	1
PH02Gene26017	54.93	54.93	1	1
PH02Gene27834	83.14	86.5	16	21
PH02Gene46254	179.46	179.46	1	1
PH02Gene27684	99.67	119.1	5	6
PH02Gene01143	106.98	81.98	10	13
PH02Gene10986	83.3	78.98	64	87
PH02Gene42158	71.13	73.37	3	4
PH02Gene22474	57.75	52.86	72	90
PH02Gene08787	64.24	63.38	24	42
PH02Gene03629	85.92	85.92	1	1
PH02Gene18605	53.89	53.89	1	1
PH02Gene14977	56.94	40.48	84	112
PH02Gene50233	69.2	67.53	130	190
PH02Gene37239	80.09	76.71	15	16
PH02Gene28962	227.55	162.5	4	4
PH02Gene03066	68.04	65.84	21	23
PH02Gene29324	112.36	137.48	5	5
PH02Gene44617	51.41	35.25	44	59
PH02Gene04986	208.6	196.08	7	10
PH02Gene31636	100.81	72.42	33	39
PH02Gene38232	74.28	53.36	6	9
PH02Gene03995	50.79	50.79	1	2
PH02Gene17378	88.3	86.28	15	19
PH02Gene44597	126.24	119.46	9	11
PH02Gene13273	44.84	35.41	9	11
PH02Gene48682	177.64	192.5	9	10
PH02Gene48611	140.84	140.84	2	2
PH02Gene16001	176.4	170.31	3	4
PH02Gene21887	77.47	59.08	160	200
PH02Gene16453	76.27	65.09	23	34
PH02Gene45540	89.33	78.74	10	12
PH02Gene02207	33.06	32.86	4	6
PH02Gene46186	147.75	147.76	2	2
PH02Gene08463	46.64	34.7	6	7
PH02Gene10135	100.32	108.86	12	14
PH02Gene45810	99.03	99.04	2	2
PH02Gene43839	67.51	64.35	3	7
PH02Gene01432	72.16	74.04	48	64
PH02Gene10945	78.58	66.03	5	8
PH02Gene01852	136.0	136.0	1	2
PH02Gene24255	200.06	218.18	10	13
PH02Gene24653	56.45	54.26	50	61
PH02Gene30257	101.27	90.8	38	57
PH02Gene20922	142.62	142.62	2	2
PH02Gene10185	88.35	99.79	3	5
PH02Gene09965	85.22	57.46	3	4
PH02Gene05749	77.67	66.14	6	8
PH02Gene39270	160.65	145.48	3	3
PH02Gene13422	193.15	193.02	6	9
PH02Gene33255	112.93	128.42	11	11
PH02Gene50677	113.52	79.48	9	13
PH02Gene20503	79.89	65.38	53	76
PH02Gene03370	78.21	55.24	9	11
PH02Gene19281	102.82	81.82	10	17
PH02Gene16310	79.06	59.64	8	11
PH02Gene12436	76.31	69.24	49	67
PH02Gene38833	87.26	80.41	5	8
PH02Gene24880	130.12	112.15	19	29
PH02Gene14940	78.27	72.14	3	4
PH02Gene22622	36.91	36.9	2	5
PH02Gene11336	58.32	56.96	32	45
PH02Gene16878	134.9	134.9	2	3
PH02Gene06780	53.89	53.89	1	1
PH02Gene25689	178.39	100.22	3	3
PH02Gene08367	200.62	216.65	11	16
PH02Gene20793	75.47	73.15	3	4
PH02Gene47289	70.4	64.96	482	613
PH02Gene50664	98.98	89.76	4	6
PH02Gene20296	219.08	219.08	1	1
PH02Gene27283	57.76	57.76	2	3
PH02Gene11060	75.81	75.82	2	3
PH02Gene12144	129.79	129.79	1	1
PH02Gene34069	127.99	133.25	11	19
PH02Gene15074	59.36	55.78	147	192
PH02Gene29042	107.21	96.08	78	95
PH02Gene05814	79.98	84.23	17	22
PH02Gene04929	82.99	83.66	20	27
PH02Gene09957	123.26	127.51	8	10
PH02Gene23250	106.3	110.0	21	25
PH02Gene20669	246.2	234.55	11	15
PH02Gene48411	102.04	70.46	6	12
PH02Gene36849	109.44	109.44	1	3
PH02Gene03655	64.02	58.3	32	44
PH02Gene33540	152.01	157.12	6	9
PH02Gene50019	126.1	106.33	5	9
PH02Gene16168	109.9	105.2	12	13
PH02Gene39795	102.9	93.03	7	12
PH02Gene50159	94.57	90.94	22	32
PH02Gene28721	72.42	57.37	6	9
PH02Gene48762	70.37	70.37	1	2
PH02Gene19643	85.88	52.65	15	19
PH02Gene04600	107.49	100.93	45	65
PH02Gene45912	46.78	46.78	1	1
PH02Gene15105	82.79	82.18	6	9
PH02Gene04100	76.45	76.46	2	2
PH02Gene28820	203.41	203.41	2	2
PH02Gene42758	144.77	165.57	5	7
PH02Gene08068	105.16	111.86	4	5
PH02Gene10179	96.95	114.59	3	5
PH02Gene48146	69.53	56.11	5	6
PH02Gene25851	76.96	76.96	1	1
PH02Gene37683	124.62	124.62	1	3
PH02Gene19292	230.43	234.17	3	3
PH02Gene28017	205.56	205.56	2	2
PH02Gene08437	63.51	49.25	16	21
PH02Gene49466	85.66	77.9	26	35
PH02Gene44571	48.12	48.12	1	1
PH02Gene13191	75.55	63.93	19	23
PH02Gene01234	63.1	63.1	2	3
PH02Gene49985	70.31	70.31	1	1
PH02Gene16108	95.03	95.04	2	4
PH02Gene49100	94.89	86.04	264	368
PH02Gene20670	233.41	233.41	1	1
PH02Gene21597	88.12	84.89	37	43
PH02Gene46147	70.09	63.46	36	49
PH02Gene09382	95.44	108.38	12	17
PH02Gene08502	132.9	132.9	2	3
PH02Gene43668	214.54	214.54	2	2
PH02Gene00635	112.55	142.87	7	8
PH02Gene21343	67.68	61.58	12	17
PH02Gene16635	93.15	73.48	17	22
PH02Gene13595	128.48	128.48	1	1
PH02Gene48830	100.71	90.76	50	65
PH02Gene47772	55.83	54.52	16	24
PH02Gene32008	78.1	73.0	91	111
PH02Gene32885	96.37	71.9	18	25
PH02Gene10507	92.56	92.0	23	30
PH02Gene31603	79.1	74.8	25	32
PH02Gene20263	74.6	69.37	30	41
PH02Gene32597	49.81	47.39	6	11
PH02Gene12189	202.12	202.12	1	4
PH02Gene41338	51.83	54.96	7	12
PH02Gene21697	69.45	69.45	2	3
PH02Gene47166	88.18	81.62	319	416
PH02Gene12583	64.75	52.94	7	8
PH02Gene03118	63.37	51.11	128	156
PH02Gene48314	118.43	118.43	2	4
PH02Gene40906	101.41	74.67	4	7
PH02Gene31571	94.15	85.97	474	652
PH02Gene17791	93.62	105.0	7	10
PH02Gene44217	150.86	150.86	1	2
PH02Gene21874	72.5	62.52	106	139
PH02Gene11942	62.55	61.58	97	127
PH02Gene50899	60.25	60.25	1	1
PH02Gene28287	104.65	86.8	6	7
PH02Gene20216	186.68	181.35	4	5
PH02Gene36843	66.75	60.58	134	169
PH02Gene09061	33.92	35.13	10	18
PH02Gene47390	107.69	89.48	7	10
PH02Gene50407	77.95	95.38	3	3
PH02Gene06680	136.84	105.35	15	20
PH02Gene20931	103.06	67.75	11	13
PH02Gene16780	97.18	30.3	3	4
PH02Gene14955	92.42	92.42	2	2
PH02Gene32590	174.31	170.8	4	4
PH02Gene44626	209.13	211.0	3	4
PH02Gene00343	157.45	161.32	18	27
PH02Gene29402	99.91	86.48	25	30
PH02Gene20696	101.2	86.75	88	112
PH02Gene01419	96.76	68.37	14	18
PH02Gene30870	140.06	140.06	1	1
PH02Gene43161	44.63	34.24	5	7
PH02Gene13463	78.48	74.08	255	346
PH02Gene11215	69.18	64.42	17	24
PH02Gene16972	121.49	122.65	42	68
PH02Gene17906	96.91	100.12	14	21
PH02Gene05905	98.96	80.5	28	31
PH02Gene40307	82.23	69.16	198	255
PH02Gene47023	56.0	41.72	6	7
PH02Gene19032	56.04	56.04	1	5
PH02Gene26036	62.29	63.86	9	10
PH02Gene43334	160.2	83.75	11	17
PH02Gene13732	76.93	60.36	10	17
PH02Gene44594	269.78	269.78	1	1
PH02Gene39646	40.69	34.08	6	10
PH02Gene40860	64.29	63.79	71	94
PH02Gene07894	59.55	61.16	6	12
PH02Gene01057	141.31	141.31	2	2
PH02Gene07509	78.77	71.04	17	25
PH02Gene03932	148.88	148.88	1	1
PH02Gene02014	119.45	113.34	4	5
PH02Gene49740	83.37	83.37	1	1
PH02Gene20428	118.89	118.88	2	5
PH02Gene44018	64.12	50.07	16	22
PH02Gene15198	166.86	138.74	6	10
PH02Gene39886	128.2	128.2	1	1
PH02Gene07632	167.84	167.84	1	2
PH02Gene06675	127.94	138.04	7	9
PH02Gene10494	50.35	57.64	3	4
PH02Gene33505	49.28	49.28	2	2
PH02Gene33161	145.2	145.2	2	3
PH02Gene06314	84.02	72.81	21	31
PH02Gene20075	3.62	3.62	1	2
PH02Gene26374	107.86	107.86	2	3
PH02Gene13068	38.29	46.52	5	7
PH02Gene21694	59.02	50.01	336	441
PH02Gene46404	77.25	77.24	2	2
PH02Gene38680	200.84	200.84	1	1
PH02Gene43306	66.86	48.66	3	4
PH02Gene46593	44.08	49.81	6	7
PH02Gene29568	36.72	34.57	4	4
PH02Gene05450	160.64	160.64	2	4
PH02Gene41909	72.5	72.5	1	1
PH02Gene04608	159.77	149.0	6	6
PH02Gene22728	58.02	50.4	5	10
PH02Gene36720	51.85	55.67	7	9
PH02Gene14998	56.92	37.29	39	52
PH02Gene09863	45.54	45.54	2	4
PH02Gene12929	26.04	26.04	1	1
PH02Gene21584	91.25	94.92	6	11
PH02Gene22644	56.14	48.93	61	81
PH02Gene28819	118.14	115.56	4	5
PH02Gene33501	72.82	70.94	4	5
PH02Gene17863	77.07	100.23	3	4
PH02Gene46354	101.75	101.75	1	1
PH02Gene01848	109.42	109.42	2	2
PH02Gene12427	105.69	97.33	11	19
PH02Gene06315	138.4	139.2	33	47
PH02Gene18335	135.61	134.04	3	3
PH02Gene47212	151.39	170.51	6	8
PH02Gene18531	68.2	69.27	6	7
PH02Gene30309	43.21	32.64	5	6
PH02Gene40326	37.33	37.33	1	1
PH02Gene08105	146.62	116.04	13	17
PH02Gene10867	119.94	129.86	5	7
PH02Gene25094	133.64	112.44	64	89
PH02Gene34566	111.64	94.22	14	18
PH02Gene01757	128.84	93.27	3	3
PH02Gene16300	147.48	115.56	3	4
PH02Gene28375	48.21	43.72	26	34
PH02Gene04262	99.94	73.02	10	10
PH02Gene11715	43.42	43.42	2	2
PH02Gene20094	135.24	179.73	3	5
PH02Gene43216	77.55	65.17	8	10
PH02Gene05963	56.57	56.09	8	10
PH02Gene35649	47.52	47.52	2	3
PH02Gene16171	80.59	86.0	15	25
PH02Gene10738	200.57	203.6	3	6
PH02Gene26849	106.69	88.02	8	11
PH02Gene01794	38.9	38.9	1	1
PH02Gene29004	169.08	142.49	12	16
PH02Gene10725	77.86	74.75	7	7
PH02Gene14814	125.42	120.8	8	9
PH02Gene48743	90.88	81.04	27	37
PH02Gene33772	58.34	36.08	8	11
PH02Gene22745	78.92	78.26	29	40
PH02Gene40178	160.22	160.22	2	3
PH02Gene12760	85.03	86.67	7	10
PH02Gene06195	68.26	51.27	83	108
PH02Gene31113	60.47	51.12	114	148
PH02Gene01555	123.49	142.88	4	7
PH02Gene36893	85.7	84.71	6	7
PH02Gene16036	74.15	71.94	34	50
PH02Gene33956	59.13	50.48	8	13
PH02Gene25844	99.38	75.81	40	54
PH02Gene37685	45.57	45.57	1	1
PH02Gene14378	136.29	150.27	3	3
PH02Gene09432	82.74	100.66	5	8
PH02Gene41823	99.52	89.62	3	8
PH02Gene26724	51.36	44.24	6	8
PH02Gene48079	92.91	86.48	15	21
PH02Gene41526	68.02	57.08	79	108
PH02Gene37562	60.2	53.65	61	86
PH02Gene45609	136.24	98.83	5	5
PH02Gene06764	45.7	37.7	4	5
PH02Gene50597	32.07	26.76	13	15
PH02Gene28301	92.14	98.0	8	13
PH02Gene21572	90.73	102.12	3	6
PH02Gene39373	137.43	125.7	8	13
PH02Gene42191	38.31	38.31	1	1
PH02Gene09058	50.5	57.46	23	36
PH02Gene12287	196.99	169.93	4	4
PH02Gene27952	163.08	155.57	9	13
PH02Gene44320	66.98	17.6	6	11
PH02Gene38533	78.29	58.42	3	4
PH02Gene27441	64.88	62.47	64	90
PH02Gene39047	133.75	134.78	6	10
PH02Gene11498	58.9	58.9	2	2
PH02Gene39554	45.42	45.42	1	3
PH02Gene15438	59.07	60.68	52	66
PH02Gene12304	110.44	110.44	2	4
PH02Gene31687	67.0	67.0	1	1
PH02Gene38774	112.65	113.33	15	23
PH02Gene03535	105.43	112.2	16	27
PH02Gene19793	43.1	37.46	4	4
PH02Gene00914	41.72	41.72	2	2
PH02Gene07862	64.32	71.67	3	3
PH02Gene36814	32.12	32.12	1	2
PH02Gene13854	224.81	224.82	2	4
PH02Gene40195	95.21	95.21	1	1
PH02Gene13650	65.96	65.96	1	1
PH02Gene37526	58.75	50.5	47	58
PH02Gene35647	110.42	110.42	1	3
PH02Gene00139	76.6	67.36	21	30
PH02Gene11972	81.14	82.16	30	36
PH02Gene10406	69.67	73.9	46	63
PH02Gene13552	121.59	121.59	1	1
PH02Gene12430	36.96	36.96	1	1
PH02Gene08797	89.57	52.17	3	4
PH02Gene11297	103.92	103.92	1	1
PH02Gene45658	62.86	62.86	2	2
PH02Gene04515	78.27	67.09	7	9
PH02Gene31777	46.83	32.81	3	3
PH02Gene17384	63.92	49.04	4	4
PH02Gene08956	115.84	90.55	6	10
PH02Gene09591	77.97	58.85	35	44
PH02Gene18054	37.34	37.34	2	4
PH02Gene08614	68.7	51.31	59	71
PH02Gene19194	56.04	49.22	129	161
PH02Gene03605	190.58	190.58	1	2
PH02Gene26817	113.29	112.04	15	21
PH02Gene31816	96.52	98.02	10	17
PH02Gene18099	177.28	185.44	3	3
PH02Gene23093	52.21	52.21	1	5
PH02Gene31319	136.68	136.68	2	5
PH02Gene07843	52.16	47.76	17	23
PH02Gene15961	106.27	91.59	3	4
PH02Gene51279	73.95	73.95	2	3
PH02Gene29944	103.87	105.88	6	7
PH02Gene28204	60.64	53.74	12	14
PH02Gene39723	82.88	94.05	8	11
PH02Gene04256	48.52	41.32	21	31
PH02Gene02085	69.71	63.38	31	44
PH02Gene37906	40.27	40.28	2	3
PH02Gene33466	42.0	42.0	1	1
PH02Gene45127	107.01	75.26	38	52
PH02Gene17155	101.15	87.21	38	50
PH02Gene45027	102.02	102.02	2	2
PH02Gene16100	216.43	216.42	2	3
PH02Gene09961	52.3	45.94	32	48
PH02Gene46670	91.68	77.3	35	48
PH02Gene19428	68.78	67.98	12	18
PH02Gene13541	90.11	88.96	7	12
PH02Gene20300	16.31	16.31	1	2
PH02Gene25967	56.44	56.44	1	1
PH02Gene03527	80.62	67.7	18	26
PH02Gene01434	107.77	107.77	1	2
PH02Gene44987	33.64	33.64	1	1
PH02Gene20121	98.42	112.42	19	28
PH02Gene33931	60.17	60.17	1	1
PH02Gene18109	64.07	64.32	28	43
PH02Gene00935	121.12	121.12	1	1
PH02Gene08233	157.51	176.65	5	8
PH02Gene04320	15.7	15.7	1	1
PH02Gene13337	210.76	210.76	2	2
PH02Gene04739	79.09	73.13	11	18
PH02Gene24715	104.18	78.92	41	67
PH02Gene37285	62.53	58.12	3	5
PH02Gene14298	111.52	111.52	2	2
PH02Gene23180	55.28	55.76	33	43
PH02Gene32396	122.56	118.63	25	32
PH02Gene50434	63.05	75.0	3	6
PH02Gene07584	75.26	73.58	34	47
PH02Gene32206	69.39	70.7	31	42
PH02Gene25960	123.24	123.29	3	7
PH02Gene20157	123.04	102.9	55	71
PH02Gene20603	99.73	90.98	4	5
PH02Gene10216	105.25	88.0	3	3
PH02Gene18983	229.2	229.2	1	2
PH02Gene02034	98.7	83.65	8	16
PH02Gene36508	85.94	85.94	2	2
PH02Gene20997	118.82	106.27	15	21
PH02Gene09938	81.98	66.43	14	16
PH02Gene21328	87.09	87.09	1	1
PH02Gene35804	57.96	57.96	1	1
PH02Gene28697	88.13	101.48	7	14
PH02Gene32468	101.94	114.4	22	26
PH02Gene14048	112.98	90.77	19	30
PH02Gene08045	122.72	144.37	3	5
PH02Gene17482	68.13	65.37	11	15
PH02Gene47803	135.48	125.78	3	3
PH02Gene23046	84.57	80.61	22	34
PH02Gene44348	84.72	70.9	28	36
PH02Gene50834	98.71	98.71	1	1
PH02Gene19845	58.15	68.6	18	21
PH02Gene25285	128.03	141.15	11	12
PH02Gene03435	125.45	128.85	9	13
PH02Gene17281	91.99	92.89	4	9
PH02Gene38226	112.31	99.6	42	62
PH02Gene02303	98.52	96.35	22	23
PH02Gene46884	147.84	145.75	9	13
PH02Gene26938	111.72	92.3	14	16
PH02Gene27660	109.55	84.9	28	36
PH02Gene15948	53.39	53.58	15	18
PH02Gene36434	90.58	80.91	19	24
PH02Gene44965	56.01	54.66	18	24
PH02Gene23336	61.8	50.77	18	27
PH02Gene24335	93.65	95.82	6	8
PH02Gene12519	57.65	52.03	3	3
PH02Gene13496	128.48	118.1	28	32
PH02Gene34238	185.54	185.54	2	2
PH02Gene03640	80.64	91.83	14	19
PH02Gene12627	87.48	99.65	4	8
PH02Gene34997	51.87	45.34	21	28
PH02Gene36050	121.26	121.26	1	1
PH02Gene16979	95.04	74.88	29	37
PH02Gene11329	111.78	109.54	5	8
PH02Gene01759	96.67	94.73	137	191
PH02Gene13474	82.96	82.96	1	1
PH02Gene33680	88.33	62.76	4	5
PH02Gene07805	46.83	46.83	1	1
PH02Gene11123	106.43	103.2	16	22
PH02Gene33252	43.69	41.94	4	4
PH02Gene06109	122.04	119.33	5	10
PH02Gene39676	77.99	70.0	26	30
PH02Gene20953	117.2	127.78	14	21
PH02Gene18080	104.14	94.22	8	9
PH02Gene10420	112.11	119.0	32	42
PH02Gene04718	81.0	61.32	3	3
PH02Gene40565	116.16	119.68	24	31
PH02Gene37330	121.46	116.96	41	60
PH02Gene00007	107.98	113.4	8	10
PH02Gene27769	71.12	64.88	16	22
PH02Gene01100	139.32	110.33	13	15
PH02Gene24810	117.43	88.28	11	14
PH02Gene42294	105.3	104.4	14	22
PH02Gene18947	178.0	179.54	6	8
PH02Gene23590	194.04	194.04	1	1
PH02Gene36643	98.31	95.46	10	13
PH02Gene37069	153.36	164.03	7	7
PH02Gene12973	70.87	72.68	22	29
PH02Gene46455	87.83	87.83	2	3
PH02Gene10240	150.16	150.16	2	3
PH02Gene01424	57.03	46.77	67	85
PH02Gene23302	291.43	291.43	1	3
PH02Gene21848	136.54	136.54	1	1
PH02Gene24545	53.74	50.52	33	41
PH02Gene18612	82.52	95.81	5	8
PH02Gene18852	70.39	70.39	2	2
PH02Gene19230	74.43	73.7	11	12
PH02Gene48058	65.39	73.41	15	21
PH02Gene28444	131.63	125.82	16	25
PH02Gene35868	97.26	96.13	3	3
PH02Gene03509	101.76	71.5	11	15
PH02Gene41749	81.13	73.8	73	85
PH02Gene01042	62.86	49.44	8	10
PH02Gene22796	36.62	36.17	3	5
PH02Gene17465	88.22	88.22	2	3
PH02Gene30834	77.48	77.45	6	9
PH02Gene43260	57.16	57.16	1	1
PH02Gene01128	72.7	66.84	72	99
PH02Gene28916	149.73	149.73	2	2
PH02Gene42130	99.15	92.72	3	4
PH02Gene21836	54.29	48.33	15	23
PH02Gene27736	85.79	85.79	1	1
PH02Gene40537	59.2	59.2	1	1
PH02Gene13122	96.56	102.68	4	5
PH02Gene46818	111.48	90.97	5	7
PH02Gene13883	83.72	79.31	125	179
PH02Gene44162	110.21	99.44	11	16
PH02Gene10832	97.32	104.16	18	23
PH02Gene33566	130.36	107.78	6	6
PH02Gene24553	100.49	93.22	12	19
PH02Gene11116	73.43	38.94	8	10
PH02Gene12406	63.96	59.61	114	164
PH02Gene04489	131.0	131.0	1	1
PH02Gene14786	129.22	136.22	6	8
PH02Gene17779	49.72	49.72	1	2
PH02Gene06509	84.96	59.05	11	14
PH02Gene31863	214.5	214.5	1	1
PH02Gene14149	153.7	173.99	8	9
PH02Gene23294	173.52	173.52	1	1
PH02Gene10117	106.19	97.69	21	26
PH02Gene11062	81.22	71.63	175	238
PH02Gene46178	144.76	132.42	13	16
PH02Gene19175	43.6	43.6	1	1
PH02Gene23815	60.25	63.5	47	60
PH02Gene40219	74.93	58.74	14	16
PH02Gene27940	91.17	68.56	18	25
PH02Gene14091	91.42	98.74	10	14
PH02Gene18223	79.28	76.36	24	29
PH02Gene22827	85.71	109.94	3	4
PH02Gene28024	112.42	99.75	24	35
PH02Gene14143	54.8	48.73	233	311
PH02Gene35358	93.97	94.52	17	22
PH02Gene07374	148.58	148.58	1	1
PH02Gene00307	92.3	83.62	5	10
PH02Gene18193	85.02	90.41	3	5
PH02Gene44120	55.11	55.11	2	2
PH02Gene24448	90.15	96.0	3	5
PH02Gene34814	116.28	142.29	3	4
PH02Gene02175	80.66	88.72	4	5
PH02Gene39680	63.57	63.83	17	22
PH02Gene13779	114.06	67.28	12	18
PH02Gene41700	91.73	91.73	1	1
PH02Gene02465	107.43	104.6	20	26
PH02Gene42659	242.41	242.4	2	2
PH02Gene20651	75.45	75.45	1	1
PH02Gene34777	102.43	102.43	1	1
PH02Gene42944	74.56	74.56	1	1
PH02Gene38753	93.39	93.28	4	6
PH02Gene00550	192.8	213.19	3	6
PH02Gene16746	74.59	69.99	6	7
PH02Gene08432	90.86	81.2	11	13
PH02Gene44528	129.81	134.84	11	11
PH02Gene02082	61.95	63.28	29	32
PH02Gene05122	88.05	83.21	25	41
PH02Gene12896	103.46	91.35	15	24
PH02Gene06474	76.68	68.66	202	259
PH02Gene37301	84.77	72.44	160	215
PH02Gene15556	98.49	96.56	71	103
PH02Gene01902	138.75	120.1	3	3
PH02Gene23062	103.01	68.54	5	5
PH02Gene27520	14.54	14.54	1	1
PH02Gene33960	108.34	113.02	4	5
PH02Gene45045	79.13	77.79	29	38
PH02Gene15866	131.93	131.93	1	1
PH02Gene13586	58.38	47.86	6	7
PH02Gene00147	48.94	42.0	7	10
PH02Gene50358	105.57	95.38	6	8
PH02Gene19611	79.23	78.12	40	46
PH02Gene33216	62.9	44.12	46	54
PH02Gene04797	58.42	49.12	16	23
PH02Gene17280	50.46	50.46	2	2
PH02Gene38377	84.14	71.47	14	21
PH02Gene00149	235.14	235.14	2	2
PH02Gene22187	94.18	81.7	44	58
PH02Gene18077	95.7	95.7	1	2
PH02Gene35234	95.22	111.67	7	10
PH02Gene09601	72.91	64.46	56	77
PH02Gene40697	343.96	343.96	1	1
PH02Gene46999	83.85	88.87	51	67
PH02Gene28324	71.06	50.96	14	17
PH02Gene08617	75.15	60.15	54	65
PH02Gene06788	49.13	49.54	9	12
PH02Gene50103	148.88	148.88	1	1
PH02Gene39786	68.71	54.72	3	4
PH02Gene18386	91.07	84.5	16	20
PH02Gene32404	74.87	71.18	16	24
PH02Gene28849	57.71	57.71	1	3
PH02Gene32076	57.75	51.96	17	25
PH02Gene05388	100.6	100.6	1	1
PH02Gene05639	40.2	35.0	3	3
PH02Gene07287	73.84	50.2	4	4
PH02Gene28096	92.0	92.0	2	4
PH02Gene45266	124.14	71.9	3	5
PH02Gene16208	69.88	55.53	19	23
PH02Gene06888	53.23	48.92	14	21
PH02Gene30536	11.0	11.0	1	1
PH02Gene15821	87.8	97.77	12	18
PH02Gene19013	78.04	77.36	101	139
PH02Gene22917	82.87	96.0	7	9
PH02Gene15543	89.37	102.98	24	32
PH02Gene46940	152.63	139.4	3	3
PH02Gene07058	68.5	61.35	22	29
PH02Gene09246	76.73	73.84	58	76
PH02Gene27910	124.09	113.28	23	38
PH02Gene36705	42.68	45.62	4	7
PH02Gene33698	57.73	57.73	1	3
PH02Gene01111	84.59	81.79	42	60
PH02Gene12712	117.93	130.52	5	6
PH02Gene46287	78.36	48.3	5	6
PH02Gene17894	78.84	70.19	69	96
PH02Gene33859	20.38	20.38	1	1
PH02Gene26029	91.04	85.78	98	138
PH02Gene25261	59.19	49.34	31	38
PH02Gene21882	83.53	77.52	21	25
PH02Gene33405	60.58	60.58	2	2
PH02Gene15165	70.83	72.21	54	71
PH02Gene38897	165.38	165.38	2	3
PH02Gene17699	105.57	94.88	4	5
PH02Gene40971	98.66	119.0	7	8
PH02Gene25326	73.85	58.55	19	30
PH02Gene43517	135.35	138.63	32	43
PH02Gene05302	41.34	48.64	4	6
PH02Gene30725	154.12	154.12	1	1
PH02Gene18238	164.48	148.97	11	22
PH02Gene26478	55.84	49.04	153	228
PH02Gene35001	76.23	73.33	4	10
PH02Gene27593	83.95	98.32	7	14
PH02Gene00747	36.42	36.0	7	8
PH02Gene24030	46.39	34.34	40	49
PH02Gene29384	122.52	107.86	10	11
PH02Gene41094	71.99	73.44	37	45
PH02Gene26479	109.45	93.09	83	117
PH02Gene21847	81.92	81.92	1	2
PH02Gene29671	68.91	54.48	14	18
PH02Gene28223	172.75	192.28	22	30
PH02Gene15280	82.72	82.15	11	14
PH02Gene43111	100.36	100.76	5	7
PH02Gene05658	74.57	68.44	640	821
PH02Gene26037	87.24	72.6	20	28
PH02Gene30714	39.18	34.76	4	6
PH02Gene37542	19.1	19.1	1	1
PH02Gene10018	79.2	78.15	10	15
PH02Gene14216	62.38	50.08	38	56
PH02Gene04622	59.07	57.95	8	14
PH02Gene03579	95.97	74.72	12	17
PH02Gene13110	70.12	61.73	9	12
PH02Gene29075	100.92	92.11	3	5
PH02Gene14899	135.8	135.54	3	3
PH02Gene01195	108.84	109.84	8	11
PH02Gene50417	80.84	79.23	4	5
PH02Gene23999	122.72	122.72	1	1
PH02Gene28270	140.68	183.0	5	5
PH02Gene45243	88.3	116.4	3	4
PH02Gene03407	135.71	134.33	3	3
PH02Gene29262	159.13	159.7	6	9
PH02Gene48765	125.46	104.9	6	6
PH02Gene26003	43.55	36.65	8	9
PH02Gene03028	122.62	141.88	5	6
PH02Gene18468	49.54	45.71	7	8
PH02Gene32657	140.07	142.68	4	6
PH02Gene14673	82.21	75.18	42	65
